Code,Description,Unit_Cost,Unit_Price,Unit_Profit,Predicted_Amount_Sold,Margin%,Total_Cost,Total_Sale,Total_Profit,Month,Year
53444,Cerv Itaipava Pilsen Lt 269Ml Cx12X1,23.53,28.61,5.08,37.73,17.76,887.72,1079.43,191.71,4,2025
53476,Sanit Sanear Zupp Brisa 3Un,2.93,5.13,2.2,7.0,42.92,20.51,35.93,15.42,4,2025
53515,Mini Chicken Loss Trad 275G,4.86,7.26,2.4,8.86,33.07,43.05,64.33,21.27,4,2025
53595,Meat Jerked Beef Diant Salg Friboi 500G,17.58,29.02,11.44,12.21,39.43,214.59,354.28,139.69,4,2025
53624,Ruby Cucumber Packed Kg,3.38,6.53,3.15,26.96,48.25,91.12,176.07,84.95,4,2025
53678,Nugget Liquido Black Gt33%60Ml,8.27,14.1,5.83,7.1,41.34,58.75,100.15,41.4,4,2025
53736,Pudding F. Own Small Kg,6.78,30.0,23.22,6.2,77.4,42.03,185.97,143.94,4,2025
53781,Pao F.Propria W/Mozzarela Kg,5.33,20.0,14.67,6.21,73.35,33.09,124.18,91.08,4,2025
53782,Linguiça Tosc Chicken Chicken Ch Vd Kg,9.78,12.56,2.78,449.93,22.11,4400.31,5649.39,1249.08,4,2025
53825,Milk L Life Compleite Integral 1L Cx12,48.03,49.56,1.53,271.87,3.09,13057.98,13474.34,416.36,4,2025
53868,Milk L Life Italac Tp Without/Des 1Lt Cx12,46.44,48.49,2.05,6.23,4.23,289.34,302.12,12.78,4,2025
53994,Vitta Emb 12X1 Red Eggs,9.87,13.99,4.12,123.61,29.47,1220.0,1729.76,509.76,4,2025
53995,White Eggs Vitta Cart Pvc 30X1,19.68,28.02,8.34,436.47,29.77,8589.8,12230.96,3641.16,4,2025
53996,Red Eggs Vitta Tip Grd Pvc 30X1,23.15,33.98,10.83,82.0,31.88,1898.19,2786.54,888.35,4,2025
54005,Linguiça Fine Chicken Kg,12.49,18.26,5.77,211.21,31.6,2637.97,3856.68,1218.71,4,2025
54166,275G Mini Chicken Chicken,4.86,7.31,2.45,8.39,33.48,40.8,61.33,20.53,4,2025
54188,Soft Thigh Meat Stroganoff Bdj Kg,28.19,47.29,19.1,1.66,40.39,46.8,78.51,31.71,4,2025
54189,Meat Against File Steak Bdj Kg,31.71,51.69,19.98,26.8,38.65,849.96,1385.43,535.47,4,2025
54190,Bdj Kg Bifes Duckling Meat,26.78,43.99,17.21,46.82,39.12,1253.78,2059.43,805.65,4,2025
54191,Bedj Kg Hard Thigh Meat,27.48,45.0,17.52,45.39,38.93,1247.44,2042.65,795.2,4,2025
54193,Hard Thigh In Diced Bdj Kg,27.48,45.0,17.52,11.73,38.93,322.28,527.72,205.44,4,2025
54194,Cup Cake Stuffed Kg,10.99,32.89,21.9,3.29,66.59,36.11,108.09,71.98,4,2025
54215,Bread Balm Peq F.Propria Kg,4.05,16.99,12.94,13.12,76.16,53.16,222.97,169.81,4,2025
54219,Queen Ronca Big F.Propria K,24.56,37.49,12.93,8.26,34.49,202.75,309.49,106.74,4,2025
54226,Bread Sovada Nul Kg,12.08,29.9,17.82,10.1,59.6,121.97,301.9,179.93,4,2025
54235,Soap Powder Coconut Urca 500G,9.56,13.96,4.4,1.75,31.54,16.77,24.49,7.73,4,2025
54258,Panasonic Alcal Peq Aa 2X1,3.38,7.33,3.95,15.56,53.91,52.58,114.08,61.5,4,2025
54318,Vitta Emb 12X1 White Eggs,8.71,12.49,3.78,1203.51,30.26,10482.58,15030.95,4548.36,4,2025
54383,Green Corn Tray (5X1),3.33,4.69,1.36,1355.97,28.93,4515.4,6353.45,1838.05,4,2025
54643,Brahma Zr/Alc 350Ml Beer W/12,37.9,44.29,6.39,8.84,14.42,334.86,391.28,56.42,4,2025
54644,Beer Antarctica Toothpick W/15 269Ml,35.73,42.36,6.63,95.45,15.66,3410.5,4043.76,633.25,4,2025
54645,Skol Beer Toothpick 269Ml Cx15X1,36.14,41.0,4.86,32.2,11.85,1163.57,1319.99,156.42,4,2025
54665,Heineken Beer L Neck C12 250Ml,52.05,60.48,8.43,2.19,13.94,114.22,132.73,18.5,4,2025
54668,Cerv Brahma Chopp Pilsen Lt 269Mlcx15X1,34.63,40.27,5.64,35.65,14.01,1234.53,1435.67,201.14,4,2025
54670,Special Front Muscle Bdj Kg,27.64,36.29,8.65,14.67,23.83,405.34,532.16,126.81,4,2025
54671,Itaipava Beer Pils Can 350Ml Cx12,26.7,30.11,3.41,197.44,11.32,5271.74,5944.68,672.94,4,2025
54674,Meat Paloma Steak Bdj Kg,32.01,42.89,10.88,34.23,25.37,1095.65,1468.11,372.46,4,2025
54676,Cerv Brahma Chopp Pilsen 350Ml Cx12X1,32.9,37.58,4.68,27.66,12.46,909.91,1039.42,129.51,4,2025
54678,Linguiça Calabresa Boua Kg,11.04,19.86,8.82,20.07,44.4,221.57,398.51,176.94,4,2025
54679,Paloma Meat In Cubes Bdj Kg,32.01,42.89,10.88,4.37,25.37,139.93,187.5,47.57,4,2025
54699,Heineken Beer L.Neck 330Ml Cx06X1,83.74,108.02,24.28,174.69,22.48,14628.51,18870.62,4242.12,4,2025
54787,Softener Ype Concentrated.Delicated 500Ml,5.04,8.08,3.04,4.17,37.6,21.02,33.69,12.67,4,2025
54858,Baby Catuaba Da Raca Pete 970Ml,4.15,6.63,2.48,13.4,37.37,55.61,88.8,33.18,4,2025
54993,600G,9.48,15.12,5.64,9.58,37.32,90.85,144.94,54.09,4,2025
54994,Frg Lossanha Lasanha W/Bacon 600G,9.48,15.12,5.64,10.67,37.32,101.16,161.39,60.23,4,2025
54996,Pasta Pastel Italy 500G Medium,7.11,12.45,5.34,6.54,42.89,46.53,81.48,34.95,4,2025
55163,Pao Pullman Traditional Form 480G,5.63,8.99,3.36,557.89,37.37,3140.89,5015.0,1874.11,4,2025
55165,Pao Pullman Artesano 500G,7.35,12.92,5.57,8.33,43.09,61.2,107.55,46.34,4,2025
55166,Pao Pullman Bisnaguito Trad. 300G,5.25,8.88,3.63,393.01,40.9,2063.28,3491.17,1427.89,4,2025
55168,Pao Pullman Zero 12 Gros 350G,7.18,12.91,5.73,9.79,44.4,70.29,126.41,56.13,4,2025
55169,Pao Pullman Integral 480G,6.38,10.49,4.11,20.8,39.18,132.71,218.2,85.49,4,2025
55170,Pao Pullman 12 Gros 52% Integral 450G,8.19,14.53,6.34,8.98,43.64,73.53,130.46,56.93,4,2025
55172,Pao Nutrella 14 Graos Vitta 450G,8.97,15.33,6.36,6.36,41.5,57.03,97.49,40.46,4,2025
55173,Bread Nutrella Fruits Graos Cast 500G,8.97,15.33,6.36,18.39,41.5,164.94,281.94,117.01,4,2025
55222,Bread Nutrella Graos And Brown Int 450G,8.97,15.33,6.36,9.1,41.5,81.61,139.51,57.9,4,2025
55365,Mult-Use Veja Campestre 10%Desi 500Ml,2.59,3.78,1.19,37.91,31.48,98.19,143.3,45.11,4,2025
55366,Mult-Use Veja Lavand 500Ml 10%Des,2.58,3.67,1.09,40.35,29.65,104.09,147.96,43.87,4,2025
55592,Red Eggs Somai Northeast Emb 12X,6.83,10.65,3.82,82.54,35.87,563.72,879.02,315.3,4,2025
55602,Mallory Ventilator Turbo Pto/Graf 30Cm,80.29,120.52,40.23,9.97,33.38,800.56,1201.69,401.12,4,2025
55611,Sanit Stone Glade Bouq De Lav 25% Disco,2.42,4.03,1.61,2.67,39.88,6.47,10.76,4.29,4,2025
55613,Refill El Liquido Raid 45N Eucalyptus 32.9Ml,10.66,20.46,9.8,4.74,47.89,50.54,96.99,46.45,4,2025
55614,Insect Baygon Bait Forest Cheap,22.76,35.58,12.82,1.85,36.04,42.21,66.0,23.79,4,2025
55677,Petit Suisse Fruitapinho Mor/Mac/Ban 320,3.51,5.47,1.96,73.92,35.89,259.45,404.7,145.25,4,2025
55711,600G Land Land Land Lasagna,8.63,13.77,5.14,25.77,37.32,222.41,354.83,132.42,4,2025
55729,Soda Coca Cola Trad Pet 200Ml,1.92,2.57,0.65,158.8,25.42,304.9,408.83,103.92,4,2025
55772,Insect Sbp Aer Multi 380Ml,8.42,13.77,5.35,7.74,38.85,65.18,106.59,41.41,4,2025
55850,Detergent Limpol Liquido Neutral 5Lt,13.51,22.05,8.54,3.32,38.73,44.79,73.1,28.31,4,2025
56007,Silver Banana Promocao Kg,4.16,2.17,-1.99,56.66,-91.8,235.71,122.89,-112.82,4,2025
56054,Desinf Pinho Sol Lauanda 1Lt,9.89,13.96,4.07,9.08,29.14,89.76,126.67,36.91,4,2025
56128,Insecticide Aero Sbp Citro 380Ml,8.41,13.75,5.34,7.98,38.85,67.15,109.81,42.66,4,2025
56273,Desinf Pinho Sol Orig Lv1000 Pg900,9.7,14.2,4.5,20.27,31.67,196.6,287.73,91.12,4,2025
56327,200G Valley Dry Damascus Fruit,11.86,24.45,12.59,2.26,51.5,26.8,55.25,28.45,4,2025
56334,Linguiça Calab Grossa Cold 400G,5.9,10.29,4.39,69.9,42.67,412.4,719.34,306.94,4,2025
56335,Linguiça Calab Fine Frico 400G,5.9,10.32,4.42,40.95,42.81,241.63,422.51,180.88,4,2025
56495,Cleaner Veja Clean Pes Orig Gold 20%Des,4.33,6.98,2.65,4.66,37.93,20.17,32.49,12.33,4,2025
56591,Cocadinha F.Propria Kg,9.11,45.01,35.9,3.65,79.76,33.21,164.07,130.86,4,2025
56674,Odoriz Glade Aer Lavender 360Ml,8.93,16.2,7.27,6.89,44.87,61.5,111.55,50.05,4,2025
56717,Soda Coca Cola Zero Pet 200Ml,1.92,2.59,0.67,63.96,25.95,122.81,165.85,43.04,4,2025
56839,Raisins Pta S/Without A Violence Kg,19.33,31.67,12.34,38.92,38.96,752.27,1232.42,480.15,4,2025
57004,Chest File Chicken Cee Kg,13.97,16.75,2.78,646.46,16.61,9031.11,10829.96,1798.86,4,2025
57177,Meat For Chur Against File Vacuum Kg,31.71,46.99,15.28,30.76,32.52,975.39,1445.45,470.06,4,2025
57199,Insect Sbp 45 Nights 2 Ref 50%Des 2,14.58,25.01,10.43,12.68,41.71,184.84,317.1,132.26,4,2025
57231,Meat For Chur Costela Gaucha Vacuo Kg,16.21,24.99,8.78,6.74,35.13,109.3,168.49,59.19,4,2025
57396,Detergent Ype Capim Lemon 500Ml,1.4,1.9,0.5,97.03,26.27,135.84,184.24,48.4,4,2025
57447,Cadence Steam 220V Iron,45.89,79.74,33.85,1.2,42.45,54.99,95.56,40.57,4,2025
57468,Anarctica Lat 350Ml Cx12X1 Beer,32.9,38.16,5.26,125.16,13.79,4117.93,4776.62,658.7,4,2025
57495,Pao Pullman S/Casc Trad 450G,8.67,15.33,6.66,6.51,43.44,56.41,99.74,43.33,4,2025
57860,Sweet Potato Offer Kg,1.58,0.99,-0.59,31.55,-59.39,49.85,31.27,-18.57,4,2025
57890,Linguiça Fine Cold Suina Kg,12.49,18.32,5.83,155.81,31.83,1946.13,2854.81,908.69,4,2025
57949,Sol Premium Sol L.Neck 330Ml Cx06X1,25.62,28.82,3.2,71.14,11.11,1822.65,2050.45,227.81,4,2025
57958,Agrinel Kg Fight,2.9,5.26,2.36,107.59,44.91,312.02,566.38,254.36,4,2025
57979,Shredded Frg Breast Sup Chicken 400G,9.19,13.19,4.0,7.01,30.35,64.41,92.47,28.07,4,2025
58068,Onion Tray Kg,2.27,4.59,2.32,45.54,50.58,103.38,209.19,105.81,4,2025
58207,Bacon Qualitti Kg Cubes,13.5,33.63,20.13,3.51,59.86,47.33,117.92,70.59,4,2025
58413,Filezinho Sassami Super Chicken Package 1,14.02,16.64,2.62,437.09,15.74,6128.0,7272.73,1144.73,4,2025
58537,200Ml Coconut Water Water,2.2,3.75,1.55,13.3,41.26,29.26,49.81,20.55,4,2025
58546,Detergent Ype Neutral 500Ml Des Des 10%Pct06X1,7.68,9.79,2.11,181.52,21.56,1394.04,1777.2,383.16,4,2025
58591,90G Bovine Fribur Hamburger,1.58,2.42,0.84,96.93,34.71,153.16,234.58,81.42,4,2025
58605,Fish Mapara W/ Flug Pct 700G,10.61,13.29,2.68,38.69,20.14,410.55,514.08,103.54,4,2025
58745,Sponge Condor Protection For Nails,2.07,3.69,1.62,15.29,43.93,31.65,56.45,24.8,4,2025
58746,Sponge Condor M/Use Lv4 Pg3,1.7,3.67,1.97,231.96,53.66,394.32,850.94,456.61,4,2025
58747,Delicate Condor Sponge,1.48,2.57,1.09,25.79,42.38,38.17,66.25,28.08,4,2025
58749,Sponge Condor Heavy Cleaning,3.26,6.62,3.36,3.84,50.72,12.51,25.39,12.88,4,2025
58761,Baby Espeed Canine Jamel Gold 900Ml,7.17,10.6,3.43,2.0,32.36,14.34,21.2,6.86,4,2025
58840,Kg Chicken Pe,4.1,5.72,1.62,637.02,28.29,2611.8,3642.17,1030.37,4,2025
59182,Odoriz Glade Aer Remember Children'S 360Ml,8.15,14.22,6.07,7.04,42.67,57.38,100.09,42.71,4,2025
59190,Donuts F.Propria Kg,12.88,40.0,27.12,60.37,67.8,777.52,2414.64,1637.13,4,2025
59211,Natural Sandwich F.Propria Kg,4.98,29.89,24.91,42.67,83.34,212.48,1275.41,1062.92,4,2025
59214,Salg F.Propria Titanic Kg,8.01,38.66,30.65,65.95,79.28,528.29,2549.64,2021.35,4,2025
59216,Chicken Pie F.Propria Kg,9.24,38.36,29.12,68.97,75.91,637.26,2645.34,2008.07,4,2025
59225,Pall F.Propria Chicken Kg,7.56,38.97,31.41,25.27,80.6,191.03,984.67,793.65,4,2025
59238,Corpus S/ Lact 170Gr Strawberry,3.17,5.33,2.16,3.45,40.57,10.94,18.4,7.46,4,2025
59242,Coconut Cock Flocks Emb Kg,4.24,34.75,30.51,141.21,87.8,598.73,4907.63,4308.9,4,2025
59245,Pie Ganache Strawberry F.Propria Kg,14.84,49.98,35.14,11.17,70.31,165.73,558.2,392.47,4,2025
59284,F. Homemade Cream Cream In Bulk K,5.55,34.99,29.44,10.03,84.14,55.68,351.06,295.38,4,2025
59289,Soda Coca Cola Plus Cf/Espresso 220Ml,2.27,3.12,0.85,34.47,27.18,78.24,107.44,29.2,4,2025
59291,Pao Pullman Integral 500G,7.63,12.92,5.29,14.55,40.96,111.05,188.09,77.04,4,2025
59358,Clean Porcelain Zupp 500Ml,2.56,4.46,1.9,3.09,42.54,7.92,13.78,5.86,4,2025
59388,Piramutaba Fish Plug With Pct 700 Skin,10.31,13.0,2.69,87.33,20.72,900.37,1135.69,235.31,4,2025
59459,Gueroba Peca,20.0,26.99,6.99,14.49,25.9,289.87,391.19,101.32,4,2025
59600,Panettone F.Propria 400G,4.55,10.99,6.44,42.31,58.6,192.51,465.0,272.49,4,2025
59616,Alim W/Amend Dash Breeze Baun 1Lt,7.26,12.27,5.01,4.19,40.84,30.45,51.47,21.02,4,2025
59720,Soft Thigh Beef Steak Bdj Kg,28.19,47.29,19.1,33.37,40.39,940.58,1577.89,637.31,4,2025
59728,Linguiça Seara Paio 370G,7.59,13.23,5.64,11.23,42.62,85.26,148.59,63.33,4,2025
59840,Dry Plum Fruit Of The Valley S/Car 200G,6.51,13.01,6.5,12.89,49.97,83.88,167.67,83.78,4,2025
59913,Petra Orig P Malte Lt 350Ml Beer,2.71,3.11,0.4,88.95,12.73,241.05,276.21,35.16,4,2025
59942,Thigh File With Overcoxes Sup Chicken Flag,10.56,15.83,5.27,11.0,33.29,116.16,174.13,57.97,4,2025
59943,Iog Chamyto Colorful Cereal 130G,3.35,5.63,2.28,19.69,40.55,65.98,110.98,45.0,4,2025
59994,Budweiser King Beers 330Ml Beer,4.5,5.11,0.61,33.08,12.01,148.87,169.19,20.32,4,2025
60020,Linguiça Super Chicken With Pequi 800G,9.66,14.91,5.25,35.87,35.21,346.51,534.83,188.31,4,2025
60021,Linguiça Super Chicken With Bacon 800G,9.65,15.12,5.47,93.84,36.17,905.6,1418.77,513.17,4,2025
60022,Linguiça Super Speed ​​Chicken 800G,9.66,14.88,5.22,38.9,35.06,375.79,578.67,202.88,4,2025
60024,Petra Orig P Malte 350Ml Cx12X1 Beer,32.4,36.32,3.92,28.65,10.8,928.34,1040.74,112.4,4,2025
60052,Iog Cereal Chocol+ Chamyto Mor 130G,3.39,5.78,2.39,16.92,41.38,57.35,97.84,40.49,4,2025
60148,Panasonic Alc Pal Aaa 2X1,3.9,7.33,3.43,12.18,46.83,47.5,89.34,41.84,4,2025
60224,Pao Pullman Hambuguer With Geng 420G,7.51,12.91,5.4,8.38,41.84,62.91,108.16,45.25,4,2025
60473,Pasta Pastel Italia Dial 500G,7.11,12.48,5.37,17.99,43.01,127.94,224.5,96.56,4,2025
60489,Mousse F. Own Passion Fruit Kg,9.3,39.91,30.61,4.74,76.7,44.09,189.21,145.13,4,2025
60506,Cheese Mussar Piracanjuba Fat 500G,18.91,25.47,6.56,335.22,25.76,6338.95,8538.45,2199.51,4,2025
60574,Insecticide Aer Mat,8.89,16.01,7.12,4.47,44.47,39.78,71.64,31.86,4,2025
60576,Insecticide Aer Mat Insecticide Total Free 360 360,9.64,14.94,5.3,4.41,35.46,42.48,65.83,23.34,4,2025
60577,Insecticide Aer Mat Insecticide S/Smell Gt33% 360M,9.04,16.01,6.97,5.5,43.52,49.76,88.09,38.34,4,2025
60579,Pastel Pastel Goianinho Media 400G,4.86,8.88,4.02,31.24,45.25,151.82,277.3,125.48,4,2025
60580,Pastel Pastel Goianinho Grande 400G,4.86,8.9,4.04,40.65,45.4,197.54,361.79,164.25,4,2025
60585,Insecticide Aer Mat,9.04,16.01,6.97,4.84,43.52,43.74,77.44,33.7,4,2025
60619,Budweiser King 330Ml Cashier 6X1 Beer,26.99,31.14,4.15,5.16,13.33,139.19,160.6,21.41,4,2025
60640,Petra Orig P Malte Lt 269Ml,2.07,2.69,0.62,11.69,23.12,24.19,31.46,7.27,4,2025
60672,Petra Beer Origin P Malte 269Ml Cx 12,24.82,32.28,7.46,10.14,23.12,251.65,327.32,75.68,4,2025
60680,Gingilim Bread F.Propria Kg,10.42,26.49,16.07,1.48,60.66,15.39,39.13,23.74,4,2025
60682,Thread F.Propria Mother -In -Law In Bulk Kg,4.6,30.01,25.41,7.54,84.67,34.7,226.34,191.64,4,2025
60848,Itaipava Beer 0.0% Cx12X1 Lat350Ml,31.67,38.28,6.61,2.32,17.27,73.54,88.89,15.35,4,2025
60926,Bologna Frico Def Bolongna 700G,13.15,24.25,11.1,5.55,45.77,72.93,134.49,61.55,4,2025
60992,Fructpress Orange 100G Pulp,1.24,2.22,0.98,31.22,44.24,38.71,69.43,30.72,4,2025
61042,Painted Fish Evisc Fresco Kg,24.34,32.53,8.19,177.54,25.17,4321.31,5774.83,1453.53,4,2025
61101,Lava Clothes Liquido Soft Life 500Ml,6.76,10.52,3.76,13.18,35.73,89.12,138.67,49.55,4,2025
61140,Packaged Lettuce Foliage,3.0,5.25,2.25,677.59,42.86,2032.78,3557.54,1524.76,4,2025
61177,Soda Coca Cola Trad 350Ml Cx6X1,18.65,22.14,3.49,23.45,15.75,437.28,519.02,81.75,4,2025
61366,Heavy Cleaning Original 500Ml Ype,3.24,5.19,1.95,4.52,37.63,14.65,23.48,8.84,4,2025
61367,Creamy Saponace Original 300Ml,3.77,6.75,2.98,3.04,44.18,11.45,20.52,9.06,4,2025
61368,Rodtra Meat Pedaco Tray Kg,31.11,55.99,24.88,7.5,44.44,233.32,419.94,186.62,4,2025
61373,5Lt Sheeting Water,6.85,11.48,4.63,74.59,40.34,510.91,856.37,345.46,4,2025
61483,Break F.Propria W/Guava Kg,5.52,40.0,34.48,3.43,86.2,18.93,137.14,118.21,4,2025
61499,Creamy Saponace Ype Lavender 300Ml,3.77,6.75,2.98,3.47,44.18,13.06,23.4,10.34,4,2025
61551,Carre Suino Cong Kg,12.53,18.34,5.81,196.43,31.69,2461.27,3603.09,1141.82,4,2025
61571,Sanitia Brush W/ Leftover Condor,8.51,16.16,7.65,3.78,47.34,32.16,61.07,28.91,4,2025
61592,Chantylly Pie Strawberry F.Propria Kg,9.42,46.0,36.58,27.78,79.52,261.73,1278.0,1016.27,4,2025
61595,Chantylly Pie Prestige F.Propria Kg,9.42,46.0,36.58,22.03,79.52,207.51,1013.24,805.73,4,2025
61596,Chantylly Coconut F.Propria Kg Pie,9.42,46.0,36.58,23.76,79.52,223.82,1092.86,869.04,4,2025
61598,Chantylly Pineapple Pie,9.42,46.0,36.58,10.59,79.52,99.72,486.89,387.18,4,2025
61600,Ganache Pie Chocolate F.Propria Kg,12.48,54.98,42.5,12.88,77.3,160.79,708.31,547.52,4,2025
61601,Pie Ganache Coconut F.Propria Kg,12.48,50.0,37.52,9.15,75.04,114.2,457.55,343.35,4,2025
61603,Pie Ganache Choc/Lt Nest F.Propria K,12.48,49.98,37.5,3.63,75.03,45.26,181.27,136.01,4,2025
61604,Pie Ganache Abacx/Lt Ninho F.Propria K,12.48,50.0,37.52,7.17,75.04,89.45,358.38,268.92,4,2025
61612,Soap Powder Omo Lav/Perfume Ativ Concentrated Red 80,9.1,12.13,3.03,103.49,24.99,941.79,1255.56,313.76,4,2025
61615,Minas Pad Ral Souza 250G Cheese,6.6,11.43,4.83,38.07,42.25,251.25,435.07,183.82,4,2025
61703,Soap Liquido Omo Perfect Wash 900Ml,9.33,12.36,3.03,10.82,24.52,100.95,133.74,32.79,4,2025
61708,Mfb Hamburger Cong Friboi 56G,1.01,1.62,0.61,157.91,37.8,159.49,256.42,96.93,4,2025
61754,Skol Beer Pilsen Tin 350Ml Cx12X1,34.9,39.61,4.71,26.37,11.89,920.36,1044.56,124.2,4,2025
61770,Soap Liquido Ariel Classic Sache 700Ml,6.54,10.4,3.86,12.33,37.12,80.61,128.19,47.59,4,2025
61771,Soap Liquido Ariel Classica Sache 1.5Lt,13.27,20.22,6.95,14.45,34.37,191.76,292.19,100.43,4,2025
61772,Soap Liquido Ariel Classico 3Lt,24.46,36.75,12.29,4.09,33.44,100.13,150.44,50.31,4,2025
61821,Overm Lact Fruitap Choc White 180G,3.05,5.5,2.45,11.11,44.59,33.88,61.15,27.27,4,2025
61900,Multipurpose Veja Power Fusion Lemon 500Ml,4.54,7.15,2.61,18.74,36.48,85.08,133.95,48.86,4,2025
61901,Multipurpose Veja Power Fusion Orange 500M,4.64,7.09,2.45,8.01,34.52,37.18,56.78,19.6,4,2025
61930,Pure Bohemia Beer Malt Can 350Ml C,34.9,41.82,6.92,16.79,16.55,585.81,701.99,116.18,4,2025
61938,Soap Powder Omo Perfect Wash 1.6Kg,15.88,19.58,3.7,29.69,18.9,471.4,581.25,109.86,4,2025
61939,Sweet Thread Pao Rei 400G,4.66,8.09,3.43,11.24,42.37,52.38,90.89,38.51,4,2025
61980,Soap Powder Omo Pure Care Blue 800G,8.99,12.51,3.52,30.2,28.15,271.51,377.88,106.37,4,2025
61991,Creamy Saponace Ype Citrus 300Ml,3.77,6.75,2.98,14.99,44.18,56.53,101.27,44.74,4,2025
62284,Amstel Lager Lata 269Ml Beer,2.63,2.84,0.21,290.46,7.37,763.9,824.68,60.78,4,2025
62318,Grill And Electric Sand Multi Home 750W 22,55.25,105.94,50.69,3.39,47.85,187.46,359.47,172.01,4,2025
62324,Amstel Lager Lata 269Ml Cx12 Beer,31.6,33.47,1.87,123.73,5.59,3909.98,4141.49,231.51,4,2025
62636,Acem S/Bone Lombao Kg,26.11,28.43,2.32,257.13,8.15,6713.74,7309.46,595.72,4,2025
62644,Soda Big Boy Glase 3Lt,6.65,8.95,2.3,435.16,25.72,2893.82,3895.83,1002.01,4,2025
62675,Softener Ype Concentrated Pink 1Lt,8.98,14.7,5.72,2.14,38.92,19.17,31.39,12.22,4,2025
62676,Softener Ype Concentrated Blue 1Lt,8.98,14.7,5.72,2.53,38.92,22.68,37.14,14.45,4,2025
62704,Cerv Bohemia Pure Malte Lt 269Ml,2.41,2.82,0.41,51.25,14.59,123.52,144.62,21.1,4,2025
62708,Mixture Curd Starchy Cheddar Piraca,9.34,16.19,6.85,14.81,42.3,138.37,239.81,101.44,4,2025
62791,Softener Ype Concentrated Delicate 1Lt,8.46,14.68,6.22,3.26,42.38,27.55,47.81,20.26,4,2025
62973,200G Traditional Homemade Peta,5.66,9.92,4.26,27.48,42.92,155.53,272.48,116.95,4,2025
62974,Traditional Homemade Peta 120G,3.47,5.96,2.49,33.07,41.8,114.77,197.2,82.43,4,2025
62975,Grape Vitoria 500G Tray,6.8,12.59,5.79,333.04,45.99,2264.68,4193.08,1928.4,4,2025
62976,Bread Pullman Hammbuer Brioche 520G,7.51,12.11,4.6,9.69,37.96,72.74,117.25,44.51,4,2025
63138,Churrasq Electric Cadence Grill Menu 2,89.83,116.07,26.24,5.34,22.61,479.98,620.21,140.23,4,2025
63221,Soap Powder Bright Cleaner Total Sach 1.6Kg,11.61,14.4,2.79,263.27,19.35,3056.59,3789.95,733.35,4,2025
63287,Extra Long Neck 330Ml Corona Beer,5.75,6.55,0.8,46.38,12.17,266.7,303.65,36.95,4,2025
63319,Nectar Del Valle Fruti Uva Pete 200Ml,1.01,1.48,0.47,17.52,31.66,17.7,25.9,8.2,4,2025
63340,Breast File Frg Bife Band Kg,14.13,23.23,9.1,44.05,39.17,622.49,1023.32,400.83,4,2025
63341,Frg Fly File Band Kg,14.07,23.22,9.15,175.43,39.4,2468.33,4073.15,1604.82,4,2025
63342,Breast File Frg Strogonof Band Kg,14.03,23.23,9.2,72.71,39.6,1020.08,1688.88,668.8,4,2025
63343,Wing Drumstick Kg,10.12,16.45,6.33,94.28,38.47,954.09,1550.61,596.52,4,2025
63344,Thigh No Thigh Tray Kg,7.28,12.31,5.03,112.03,40.84,815.56,1378.56,563.0,4,2025
63380,Soap Powder Omo Perfect Wash 400G,5.06,6.71,1.65,38.2,24.59,193.32,256.35,63.04,4,2025
63386,Chicken Wing Cold Kg Kg,10.6,18.39,7.79,46.6,42.35,494.01,856.9,362.9,4,2025
63527,Tambaqui Fish In Ribs Fricenter,13.69,20.44,6.75,11.55,33.01,158.11,236.02,77.91,4,2025
63571,Cherry Tomato In Bulk Kg,12.13,21.78,9.65,48.76,44.3,591.45,1061.85,470.4,4,2025
63578,Bohemia Beer Can 269Ml Cx15X1,36.14,41.43,5.29,10.25,12.76,370.61,424.81,54.21,4,2025
63601,Baby Cocktail Blueberry Body 500Ml,2.24,3.96,1.72,4.88,43.41,10.94,19.32,8.39,4,2025
63602,Baby Citle Cootel Passion Fruit 500Ml,2.18,3.97,1.79,3.01,45.08,6.56,11.94,5.38,4,2025
63612,Melao Yellow Packed Kg,3.72,7.11,3.39,26.55,47.7,98.76,188.82,90.07,4,2025
63613,Watermelon Packed Kg,2.46,5.08,2.62,272.74,51.6,670.95,1386.25,715.31,4,2025
63614,Pumpkin Cabotia Packed Kg,1.2,2.46,1.26,581.93,51.29,698.31,1433.62,735.3,4,2025
63615,Pumpkin Goianinha Packed Kg,1.9,3.87,1.97,14.74,50.96,28.02,57.13,29.11,4,2025
63616,Pumpkin Paddled Padded Kg,1.96,3.95,1.99,13.28,50.33,26.02,52.39,26.37,4,2025
63617,Packed Green Cabbage Kg,2.46,5.05,2.59,339.07,51.3,834.1,1712.73,878.63,4,2025
63618,Purple Cabbage Packed Kg,5.61,11.3,5.69,25.33,50.37,142.09,286.31,144.21,4,2025
63619,Padded Packed Kg,12.2,24.58,12.38,13.13,50.36,160.21,322.75,162.54,4,2025
63699,Insect Sbp Elect Ref 45N Gts Apar Smooth,10.43,16.63,6.2,9.01,37.3,94.0,149.92,55.92,4,2025
63712,Linguiça Calabresa Straight Frrico Tray Kg,11.75,17.63,5.88,43.13,33.35,506.79,760.38,253.59,4,2025
63714,Corner Corner Minas Ceddar Bis 1.2Kg,20.6,28.37,7.77,2.75,27.39,56.68,78.06,21.38,4,2025
