Code,Description,Unit_Cost,Unit_Price,Amount_Sold,Margin%,MKP%,Total_Cost,Total_Sale
024536,In Bulk Kg Pera,7.9,13.42,323.56,41.12,69.83,2557.67,4343.7
040063,Packed Pear Kg,7.67,15.41,3.74,50.25,100.99,28.71,57.71
039645,Pear Promocao Kg,8.27,16.71,3.4,50.5,102.02,28.11,56.78
069170,Perfume Environment Tropical Bamboo Aromas,6.44,13.99,2.0,47.68,91.12,12.88,27.98
082034,Perfume Environment Cap Lima Tropical Arom,6.44,13.99,4.0,47.68,91.12,25.77,55.96
069171,Perfume Environment Flower Alg Tropical Perfumer,6.44,13.99,2.0,47.68,91.12,12.88,27.98
069172,Perfume Environment Flower Cerej Tropical Aro,6.44,13.99,4.0,47.68,91.12,25.77,55.96
069174,Perfume Environment Orchid Tropical Arom,6.44,13.99,5.0,47.68,91.12,32.21,69.95
024701,Chicken Pescoco In Bulk Tray Kg,1.55,6.59,4.27,76.48,325.17,6.62,28.14
024533,Pessego In Bulk Kg,14.34,21.7,41.3,33.91,51.32,592.17,896.05
040169,Peta Bisc Delicious Homemade 170G,4.04,10.0,108.0,44.99,81.79,436.64,1079.86
040166,Peta Bisc Delicious Polv/Dc Trad 190G,4.04,10.05,35.0,45.25,82.66,141.49,351.63
044505,Homemade Peta With Pim And Ceb 120G,3.44,7.87,13.0,40.95,69.35,44.77,102.37
029763,Traditional Homemade Peta 100G,3.38,7.99,274.0,42.4,73.62,926.39,2188.35
062974,Traditional Homemade Peta 120G,3.47,7.99,35.0,41.8,71.83,121.32,279.65
062973,200G Traditional Homemade Peta,5.66,13.49,26.0,42.92,75.19,147.16,350.74
071504,Peta Homemade Traditional Petao 220G,5.81,13.99,59.0,43.53,77.09,342.61,825.41
024725,Peta Santa Clara F.Propria Kg,7.18,30.0,0.57,76.07,317.83,4.08,17.04
043273,Petao Bisc Delicious Polv Sweet 200G,4.33,10.38,99.0,43.28,76.3,428.54,1027.82
040167,Petao Nero Bisc Delicious 150G,4.36,10.5,94.0,43.51,77.02,409.8,986.9
080704,Petit Suisse Chocolate 320G Fruit,3.51,6.28,144.0,36.48,57.44,505.58,904.56
055677,Petit Suisse Fruitapinho Mor/Mac/Ban 320,3.51,6.22,99.0,35.89,55.98,347.59,616.14
052340,Petit Suisse Fruitapinho Strawberry 320G,3.51,6.21,251.0,35.76,55.66,881.26,1558.9
047384,Petit Suisse Goianinho Strawberry 320G,3.55,6.65,368.0,39.43,65.11,1304.86,2448.18
076794,Gimex Ag03 Allaline Battery,0.63,1.99,1.0,60.1,150.63,0.63,1.99
075696,Alfacell Aa R6P 1.5V (Und),0.36,1.0,2.0,52.0,108.33,0.72,2.0
009529,Duracel Al Pa Aa2 2X1,5.51,13.39,5.0,44.0,78.58,27.56,66.95
020590,Duracell Al Pq Aa 2,5.68,13.99,7.0,49.71,98.86,39.77,97.93
079548,Elgin Empress Battery Aa Peq C/2,3.4,8.99,2.0,48.65,94.76,6.79,17.98
073838,Elgin Employee Battery Aaa Palit,3.29,8.99,4.0,50.14,100.58,13.18,35.96
070201,Elgin Battery Battery Energy Cr2032 Licto 3,1.59,3.49,8.0,42.29,73.29,12.72,27.92
060148,Panasonic Alc Pal Aaa 2X1,3.9,8.99,12.0,46.83,88.08,46.75,107.88
054258,Panasonic Alcal Peq Aa 2X1,3.38,9.0,15.0,53.91,116.98,50.75,135.07
022229,Yellow Raiovac Stack (Un),0.66,1.8,123.0,50.39,101.56,80.73,221.4
015634,Big Raiovac Battery,2.34,5.99,7.0,46.83,88.07,16.39,41.93
003256,Alkaline Rayovac Aa Pq Pct 2X1,4.2,9.99,5.0,47.95,92.12,21.0,49.95
012790,Large Alkaline Rayovac Battery 2X1,16.98,41.99,2.0,45.01,81.85,33.95,83.98
003251,Rayovac Eletronic V23Ga 12V,3.85,6.99,5.0,31.83,46.69,19.25,34.95
015530,Rayovac Peq Aa,0.59,1.5,95.0,49.41,97.66,55.86,142.48
024698,Pepper Kg Packed Bode,19.09,47.0,17.55,59.38,146.2,335.12,825.05
075381,Pepper Rosinha Packed Kg,33.13,74.29,2.46,55.4,124.23,81.67,183.13
075343,Pimenta Cumari Packed Kg,30.48,71.73,7.22,57.5,135.31,219.99,517.68
024699,In Bulk Kg Smell Pepper,18.11,41.5,162.41,56.35,129.08,2941.93,6739.42
027473,Packed Smell Pimenta Kg,17.38,60.0,11.57,71.03,245.15,201.1,694.08
075344,Pepped Pepper Kg,18.35,45.27,7.86,59.48,146.76,144.11,355.62
039774,Pepper Pepper Kg,20.03,47.03,18.81,57.4,134.76,376.88,884.74
025174,Colorful Pepper In Bulk Kg,10.7,18.17,19.36,41.14,69.91,207.13,351.93
072694,Colorful Pepper Kg,10.92,21.39,22.0,48.96,95.91,240.22,470.62
024762,Green Pepper In Bulk Kg,6.04,9.83,234.82,38.49,62.59,1419.36,2307.7
079004,Green Pepper Kg,5.77,11.53,41.66,49.95,99.81,240.49,480.53
024816,Kg,17.18,25.36,56.32,32.27,47.64,967.59,1428.51
063832,Pitaya Imported Red Kg,8.52,12.97,247.35,34.3,52.21,2108.46,3209.19
034773,Pizza Manufacturing Itself P Kg,8.69,36.07,66.7,75.91,315.13,579.59,2406.04
039785,Pizza Manufacturing Propria G Kg,9.99,40.0,82.47,75.02,300.38,823.84,3298.45
070682,Pizza Brazilian Lost 460G,11.12,19.99,10.0,35.8,55.76,111.15,199.9
080629,Pizza Calabresa Moida 460G,11.42,21.99,1.0,41.64,71.34,11.42,21.99
080628,Pizza Corder Crushing With Bacon 460G,11.42,19.99,5.0,35.8,55.76,57.12,99.95
068308,Pizza Rezende Calabresa 400G,9.1,19.99,1.0,38.07,61.47,9.1,19.99
068490,Pizza Rezende Chicken Corning 400G,9.1,19.99,4.0,38.07,61.47,36.4,79.96
018575,Pizza Sadia 4 Cheeses 440G,12.31,21.99,6.0,35.15,54.21,73.87,131.94
002722,Pizza Sadia Calabresa 460G,11.93,23.99,12.0,40.56,68.23,143.18,287.88
002725,Pizza Sadia Chicken With Cat Muss 460G,11.97,23.99,11.0,40.56,68.23,131.63,263.89
002724,Pizza Sadia Lomb Cat Mu 460G,11.55,23.99,2.0,40.56,68.23,23.1,47.98
030029,Fructpres Pineapple Pulp 100G,0.85,1.99,102.0,47.28,89.67,86.8,203.14
030017,Fructpres Pineapple Pulp W/ Hort100G,1.22,2.69,88.0,44.24,79.33,106.92,236.72
030021,Frutpress Pulp Acai 100G,1.64,3.59,32.0,44.29,79.5,52.32,114.88
045555,Frutpress Pulp/Home 100G,1.22,2.69,73.0,44.24,79.33,88.7,196.37
030020,Fructpres Acerola 100G Pulp,0.85,1.89,396.0,44.57,80.39,337.0,750.08
030031,Frutpress Pulp 100G,1.22,2.69,87.0,44.24,79.33,105.71,234.03
030018,Frutpres Casju 100G Pulp,0.85,1.89,429.0,44.53,80.28,365.08,812.05
030032,Frutpress Pulpuacu 100G,1.62,3.69,165.0,45.8,84.5,267.3,608.85
030023,Gooiaba Frruppress Pulp,0.85,1.9,202.0,44.73,80.91,171.9,383.72
030019,Fruitpress Pulp Source 100G,1.62,3.69,70.0,45.8,84.5,113.4,258.3
060992,Fructpress Orange 100G Pulp,1.24,2.69,31.0,44.24,79.33,38.39,83.39
072495,Frutpress Flesh Lemon 100G,1.22,2.69,21.0,44.24,79.33,25.64,56.49
030030,Fructpres Manga 100G Pulp,0.85,1.89,88.0,44.55,80.35,74.89,166.64
030027,Fructpres Passion Fruit 100G,2.43,5.5,361.0,45.5,83.48,877.23,1987.06
030033,Fruutpress Strawberry 100G Pulp,1.62,3.71,138.0,46.16,85.74,223.56,512.63
030028,Fructpres Pulp Tamarindo 100G,0.85,1.89,399.0,44.52,80.26,339.55,755.18
031670,Fructpress Pulp 100G,1.22,2.79,42.0,46.2,85.87,51.03,117.1
081239,Cadence Rouge Biv Hair Planning,57.74,99.99,1.0,42.25,73.17,57.74,99.99
051268,Biv Ceramic Taiff Hair Planning,103.74,169.99,1.0,32.75,48.71,103.74,169.99
039639,Chick Ham Sliced ​​Kg,13.33,30.01,223.07,45.01,81.86,2972.91,6693.94
041437,Chick Ham Peca/Pedaco Kg,13.33,25.99,3.02,36.51,57.52,40.25,78.49
074670,Chick Ham Ponta Kg,13.33,23.99,15.49,31.22,45.39,206.38,371.5
068209,Fat Vacuo Personall Personal,5.03,10.51,172.0,35.07,54.02,864.56,1807.28
024573,Sliced ​​Ham Kg,12.04,19.98,0.65,24.49,32.44,7.8,12.95
024560,Sadia Baked Ham,18.61,37.72,108.43,38.91,63.7,2017.83,4089.62
039780,Sadia Peca/Pedaco Kg Ham,18.61,30.99,1.56,25.66,34.51,29.1,48.47
074668,Sadia Ponta Kg Ham,18.61,30.0,6.48,23.19,30.19,120.51,194.26
035741,Ham Seara Slim Coz Oval Kg,16.87,37.01,39.55,38.01,61.31,667.06,1463.79
074669,Ham Seara Slim Coz Oval Ponta K,16.89,31.99,2.8,28.19,39.26,47.32,89.64
053736,Pudding F. Own Small Kg,6.78,30.0,8.53,77.4,342.48,57.82,255.84
026522,Pudding F.Propria Grande Kg,6.69,29.99,10.61,77.69,348.28,70.95,318.07
024703,Chilled Pudding W/Pedaco Syrup Kg,15.0,30.0,18.8,50.0,99.99,282.06,564.09
061483,Break F.Propria W/Guava Kg,5.52,40.0,3.42,86.2,624.64,18.87,136.72
024706,Break F.Tra Traditional Propria Kg,5.72,40.0,5.65,85.7,599.27,32.3,225.83
024591,Cheese Curd Skewer Resf Boua Kg,41.17,72.99,0.83,35.9,55.99,34.13,60.51
081216,Piracanjuba Sliced ​​Curd Cheese 150G,7.92,15.08,19.0,41.66,71.41,150.48,286.59
024572,Minas Frescal 2M Kg Cheese,28.0,37.99,49.85,26.3,35.68,1395.74,1893.73
066965,Minas Pad Piracanjuba Cheese Pd 200G,11.05,19.99,3.0,42.37,73.52,33.15,59.97
061615,Minas Pad Ral Souza 250G Cheese,6.6,12.99,37.0,42.25,73.17,244.2,480.55
046096,Cheese Mussar Piracanjuba Fat 150G,7.55,14.88,68.0,43.6,77.31,513.47,1011.61
060506,Cheese Mussar Piracanjuba Fat 500G,18.91,28.61,355.0,25.76,34.7,6711.28,10157.85
079254,Sliced ​​Mozzarella Cheese 150G,5.98,11.99,102.0,43.29,76.32,610.37,1222.98
024635,Sliced ​​Mozzarella Cheese Kg,25.81,50.01,767.23,41.34,70.49,19803.3,38365.59
024644,Peca/Pedaco Mussarela Cheese Kg,25.95,46.99,58.01,37.25,59.37,1505.22,2726.06
074667,Mussarela Cheese Ponta Kg,25.8,45.97,55.32,36.21,56.78,1427.57,2543.28
024690,Mussarela Proc Robust Ponta Kg Cheese,28.03,42.98,0.6,26.72,36.46,16.82,25.79
082699,Mozzarella Cheese Zer Lact Fat Deale 150G,7.03,13.99,24.0,42.89,75.09,168.74,335.76
079258,Mozzarella Cheese Zer Lact Fat Itambe 15,6.75,12.99,41.0,40.95,69.36,276.75,532.59
068029,Vale Valley Of Site 40G Cheese,3.57,6.77,125.0,40.0,66.67,446.55,845.75
008442,Parmesao Cheese Piracanjuba 50G,3.5,8.0,17.0,51.4,105.76,59.52,136.07
038076,Piracanj Min/Pad Cheese Kg,43.98,75.0,1.37,36.95,58.61,60.25,102.75
046097,Piracanj Cheese Kingdom Frac Kg,67.51,120.0,0.39,37.5,60.0,26.33,46.8
038075,Piracanjuba Cheese Curd Skewer Kg,41.67,80.0,4.86,42.13,72.79,202.65,389.04
066962,Piracanjuba Cheese Mozzarella Pd 200G,10.23,17.49,1.0,34.99,53.83,10.23,17.49
038077,Piracanjuba Cheese Mozzarella Tranc Kg,44.1,80.0,0.31,38.75,63.27,13.76,24.96
066993,Piracanjuba Cheese Parmesao Frac Kg,63.37,120.0,0.48,40.0,66.67,30.67,58.08
040991,Fat Piracanj Bdj150G Cheese,7.92,14.84,18.0,40.69,68.59,142.56,267.05
067677,Cheese Piracanjuba Sliced ​​Snack,33.26,60.0,14.58,37.0,58.73,485.12,875.06
067766,Piracanjuba Sneer Snack Plate Cheese,33.26,62.01,0.18,39.04,64.05,6.12,11.41
074676,Piracanjuba Ponta K Snack Cheese,33.26,60.0,0.96,37.0,58.73,31.8,57.36
069620,Provolone Cheese Skewer Delight Kg,43.12,62.77,3.59,21.93,28.09,154.63,225.08
041762,Grated Cheese Italac 40G,2.43,5.99,1.0,53.92,117.03,2.43,5.99
079537,Grold Cheese Good Good Cheese 200G,5.25,10.99,39.0,46.31,86.27,204.79,428.61
079538,Grated Cheese Good Cheese 500G,13.35,27.99,17.0,46.41,86.6,226.95,475.83
038601,Kerosene Light (Solvent) Can 900Ml,14.74,32.99,2.0,39.19,64.46,29.49,65.98
038451,In Bulk Kg Okra,3.84,6.42,330.78,40.23,67.3,1270.09,2124.88
044612,Kg Packed Okra,4.18,8.1,181.29,48.47,94.05,757.09,1469.18
039783,Sound South Rabo Vacuo Kg,10.2,29.99,8.69,61.36,158.78,88.6,260.55
008770,Kellmat Granula 25G Kellmat,0.87,1.99,40.0,45.85,84.69,34.92,79.6
055613,Refill El Liquido Raid 45N Eucalyptus 32.9Ml,10.66,22.99,5.0,47.89,91.9,53.32,114.95
046659,Refill Sbp Elet Liquido 45N 35Ml,8.71,17.99,28.0,40.2,67.23,243.98,503.72
049711,Soda Bare Guarana 2Lt,4.99,6.95,87.0,28.19,39.25,434.13,604.53
062644,Soda Big Boy Glase 3Lt,6.65,8.95,468.0,25.72,34.63,3110.33,4187.44
066496,Soda Coca Cola Original 1Lt,5.1,6.23,208.0,18.13,22.15,1060.8,1295.75
002953,Soda Coca Cola Original 2Lt,8.55,10.14,1995.0,15.65,18.55,17057.25,20221.09
073858,Soda Coca Cola Original Voln Pet 1Lt,3.23,3.99,3.0,19.05,23.53,9.69,11.97
065906,Soda Coca Cola Original Returned Pete,5.82,6.98,308.0,16.64,19.96,1792.87,2150.77
059289,Soda Coca Cola Plus Cf/Espresso 220Ml,2.27,3.12,28.0,27.18,37.32,63.59,87.32
011901,Soda Coca Cola S/Cudar Tin 350Ml,3.11,4.18,190.0,25.67,34.53,590.9,794.94
071567,Soda Coca Cola S/Acucar Lt 350Ml Cx06Un,18.66,23.72,8.0,21.34,27.12,149.28,189.77
065905,Soda Coca Cola S/Cudar,5.82,6.99,73.0,16.72,20.07,424.84,510.11
010320,Soda Coca Glue Without Sucking 2Lt,8.55,11.25,474.0,23.98,31.54,4053.17,5331.42
071540,Soda Coca Glue Without Sucking Pete 1Lt,5.1,7.37,79.0,30.82,44.56,402.82,582.31
002952,Soda Coca Cola Trad 350Ml,3.11,3.87,360.0,19.58,24.35,1119.24,1391.82
061177,Soda Coca Cola Trad 350Ml Cx6X1,18.65,22.14,25.0,15.75,18.69,466.35,553.5
002954,Soda Coca Cola Trad 600Ml,4.48,5.6,121.0,19.98,24.96,542.08,677.39
055729,Soda Coca Cola Trad Pet 200Ml,1.92,2.57,140.0,25.42,34.09,268.62,360.2
002955,Soda Coca Cola Tradition 1.5Lt,6.99,8.39,122.0,16.64,19.97,852.78,1023.06
013376,Soda Coca Cola Zero 1.5Lt,6.99,8.34,30.0,16.19,19.31,209.7,250.2
030367,Soda Coca Cola Zero 600Ml,4.48,5.62,70.0,20.26,25.41,313.6,393.3
056717,Soda Coca Cola Zero Pet 200Ml,1.92,2.59,68.0,25.95,35.05,130.41,176.12
075043,Soda Crystal Forty Pineapple 2L,3.08,4.69,8.0,34.26,52.12,24.66,37.52
075039,Soda Crystal Forty Cola 2L,3.08,4.42,101.0,30.24,43.36,311.38,446.39
002965,Soda Sprite 1.5L,5.6,8.53,9.0,38.879999999999995,76.81,50.4,76.77
002964,Soda Sprite 2L,6.19,8.62,93.0,38.879999999999995,801.87,575.76,801.66
002963,Soda Sprite Tin 350Ml,2.82,3.49,18.0,38.879999999999995,62.82,50.83,62.82000000000001
045477,Soda Sprite Orig Pt 600Ml,3.92,5.39,12.0,38.879999999999995,64.68,47.04,64.67999999999999
061590,Soda Sprite Pet 200Ml,1.71,2.29,1.0,38.879999999999995,2.29,1.71,2.29
065903,Soda Sprite Returned Pete 2Lt,4.66,2.99,26.0,38.879999999999995,77.74,121.16,77.74000000000001
014619,Soda Sukita De Uva 2Lt,4.58,6.24,544.0,38.879999999999995,3394.94,2491.52,3394.56
001806,Soda Sukita Lar Tin 350Ml,2.33,3.14,63.0,38.879999999999995,197.97,146.79,197.82000000000002
067689,Soda Sukita Orange 200Ml,1.4,1.93,111.0,38.879999999999995,213.75,155.4,214.23
001807,Soda Sukita Orange 2Lt,4.58,6.24,986.0,38.879999999999995,6151.95,4515.88,6152.64
014303,Soda Sukita Grape Can 350Ml,2.33,3.19,32.0,38.879999999999995,102.08,74.56,102.08
078705,Refresco Powder Frisco Pineapple Jones 3 18G,0.46,1.0,14.0,38.879999999999995,14.0,6.4,14.0
082834,Refresco Powder Frisco Baun W/ Lime 18G,0.46,1.0,3.0,38.879999999999995,3.0,1.37,3.0
077985,Refresco Powder Frisco Caja 18G,0.46,1.0,30.0,38.879999999999995,30.0,13.71,30.0
078708,Refresco Powder Frisco Caju Jones 1/2 18G,0.46,1.0,27.0,38.879999999999995,27.12,12.34,27.0
078707,Refresco Powder Frisco Guava Jones 3 18G,0.46,1.0,18.0,38.879999999999995,18.08,8.23,18.0
077984,Refresco Powder Frisco Graviola Jones 1/2 18,0.46,1.0,47.0,38.879999999999995,47.0,21.48,47.0
082844,Refresco Powder Frisco Guarana 18G,0.46,1.0,20.0,38.879999999999995,20.0,9.14,20.0
082847,Refresco Powder Frisco Laranj Acer 18G,0.46,1.0,17.0,38.879999999999995,17.0,7.77,17.0
077981,Refreshment Powder Frisco Orange Jones 3 18G,0.46,1.0,40.0,38.879999999999995,40.0,18.28,40.0
077986,Refresco Powder Frisco Lime Jones 1/2 18G,0.46,1.0,21.0,38.879999999999995,21.0,9.6,21.0
082851,Refresco Powder Frisco Mango 18G,0.46,1.0,21.0,38.879999999999995,21.0,9.6,21.0
082841,Refresco Powder Frisco Marac Iog 18G,0.46,1.0,36.0,38.879999999999995,36.0,16.45,36.0
077982,Refresco Powder Frisco Passion Fruit Jones 3 18G,0.46,1.0,36.0,38.879999999999995,36.06,16.45,36.0
082843,Refresco Powder Frisco Mor Iog 18G,0.46,1.0,12.0,38.879999999999995,12.0,5.48,12.0
077983,Refresco Powder Frisco Strawberry Jones 3 18G,0.46,1.0,22.0,38.879999999999995,22.0,10.05,22.0
078706,Refresco Powder Frisco Salt Fruit Jones 3 18,0.46,1.02,29.0,38.879999999999995,29.59,13.25,29.580000000000002
082845,Refresco Powder Frisco Tangerine 18G,0.46,1.0,19.0,38.879999999999995,19.0,8.68,19.0
082849,Refresco Powder Frisco Grape 18G,0.46,1.0,32.0,38.879999999999995,32.0,14.62,32.0
067892,Refreshment Pine Pineapple 20G,0.52,1.06,94.0,38.879999999999995,99.86,48.69,99.64
070272,Refresco Powder Mid Vanilla W/ Lemon 20G,0.52,0.99,39.0,38.879999999999995,38.71,20.2,38.61
067895,Refresco Powder Mid Cashew 20G,0.52,0.98,226.0,38.879999999999995,222.05,117.07,221.48
067898,Refresco Powder Mid Guava 20G,0.52,1.01,73.0,38.879999999999995,73.89,37.81,73.73
067893,Powder Mid Refresco Source 20G,0.52,1.28,49.0,38.879999999999995,62.85,25.38,62.72
069670,Refresco Powder Mid Groves 20G,0.52,1.01,171.0,38.879999999999995,173.39,88.58,172.71
069672,Powder Mid Guarana 20G Refer,0.57,1.03,151.0,38.879999999999995,155.59,85.92,155.53
069673,Refresco Powder Mid Jabuticaba 20G,0.52,1.07,25.0,38.879999999999995,26.65,12.95,26.75
067891,Refresco Powder Mid Orange 20G,0.57,0.98,437.0,38.879999999999995,426.43,248.65,428.26
069674,Refresco Powder Mid Orange Sweet 20G,0.52,0.98,82.0,38.879999999999995,80.58,42.48,80.36
067897,Refresco Powder Mid Lemon 20G,0.52,1.01,176.0,38.879999999999995,177.3,91.17,177.76
069675,Refrese Powder Mid Switzerland 20G,0.52,0.95,50.0,38.879999999999995,47.7,25.9,47.5
067894,Refresco Powder Mid Manga 20G,0.52,1.02,117.0,38.879999999999995,119.73,60.61,119.34
067896,Refresco Powder Mid Passion Fruit 20G,0.57,0.99,561.0,38.879999999999995,554.59,319.21,555.39
067899,Refresco Powder Mid Strawberry 20G,0.57,0.99,352.0,38.879999999999995,349.58,200.29,348.48
070271,Refresco Powder Mid Tangerine 20G,0.57,0.98,178.0,38.879999999999995,174.42,101.28,174.44
067890,Powder Mid Uva 20G Refer,0.52,0.97,446.0,38.879999999999995,430.91,231.03,432.62
067901,Refresco Powder Mid Zero Pineapple 8G,0.7,1.59,68.0,38.879999999999995,108.12,47.53,108.12
069676,Refresco Powder Mid Zero Amora 8G,0.7,1.59,35.0,38.879999999999995,55.65,24.47,55.650000000000006
067902,Refresco Powder Mid Zero Orange 10G,0.7,1.59,47.0,38.879999999999995,74.73,32.85,74.73
067903,Refresco Powder Mid Zero Lemon 8G,0.7,1.59,53.0,38.879999999999995,84.27,37.05,84.27000000000001
069677,Refresco Powder Mid Zero Mango 8G,0.7,1.59,30.0,38.879999999999995,47.7,20.97,47.7
067904,Refresco Powder Mid Zero Passion Fruit 8G,0.7,1.59,51.0,38.879999999999995,81.09,35.65,81.09
067905,Refresco Powder Mid Zero Tangerine 10G,0.7,1.59,36.0,38.879999999999995,57.24,25.16,57.24
067906,Refresco Powder Mid Zero Grape 8G,0.7,1.59,63.0,38.879999999999995,100.17,44.04,100.17
071370,Refresco Powder Promix Pineapple 80G,0.88,1.99,315.0,38.879999999999995,626.85,276.89,626.85
071034,Refresco Powder Promix Cashew 80G,0.98,1.99,374.0,38.879999999999995,744.26,366.18,744.26
071369,Refresco Powder Promix Guava 80G,0.89,1.99,362.0,38.879999999999995,720.33,322.82,720.38
071035,Refresco Powder Promix Orange 80G,0.89,1.99,803.0,38.879999999999995,1597.78,714.38,1597.97
071036,Refresco Powder Promix Limao80G,0.89,1.99,339.0,38.879999999999995,674.61,301.65,674.61
071037,Refresco Powder Promix Manga80G,0.89,1.99,590.0,38.879999999999995,1174.2,525.17,1174.1
071038,Refresco Powder Promix Passion Fruit 80G,0.89,1.99,800.0,38.879999999999995,1591.93,712.66,1592.0
071039,Refresco Powder Promix Strawberry 80G,0.88,1.99,368.0,38.879999999999995,732.27,323.86,732.32
071368,Refresco Powder Promix Salad/ Fru 80G,0.98,1.99,464.0,38.879999999999995,923.36,453.87,923.36
071040,Refresco Powder Promix Uva 80G,0.89,1.99,826.0,38.879999999999995,1643.44,736.04,1643.74
077606,Frut Citric Tp 450Ml,2.18,3.99,52.0,38.879999999999995,207.48,113.46,207.48000000000002
078308,200Ml Citrus Fruits,1.09,1.99,27.0,38.879999999999995,53.73,29.36,53.73
079190,Refresco Uva Tampic 1Lt,2.37,3.99,38.0,38.879999999999995,151.61,89.98,151.62
078307,200Ml Uva Tampical Refere,1.39,1.99,48.0,38.879999999999995,95.52,66.72,95.52
072671,Refresco Tang Pineapple 18G,0.66,1.49,131.0,38.879999999999995,195.19,85.81,195.19
073259,Refresco Tang Goiaba 18G,0.62,1.49,98.0,38.879999999999995,146.02,60.56,146.02
073260,Refresco Tang Guarana 18G,0.62,1.49,84.0,43.56,77.17,51.91,125.16
072463,Refresco Tang Lar/ Mamao 18G,0.68,1.49,56.0,41.28,70.29,37.9,83.44
072674,Refresco Tang Orange 18G,0.59,1.49,148.0,46.98,88.61,87.98,220.52
072823,Refresco Tang Lemon 18G,0.61,1.49,96.0,46.98,88.61,58.57,143.04
074387,Refresco Tang Manga 18G,0.69,1.49,109.0,43.03,75.53,75.54,162.82
072826,Refresco Tang Passion Fruit 18G,0.69,1.49,228.0,42.53,74.01,157.71,339.72
073074,Refresco Tang Strawberry 18G,0.61,1.49,142.0,46.98,88.61,87.18,211.58
072751,Refresco Tang Tangerina 18G,0.63,1.49,46.0,42.28,73.26,29.07,68.54
073261,Refresco Tang Uva 18G,0.58,1.49,223.0,46.98,88.61,129.56,332.27
050047,Big Boy Cola 2Lt Refrig,5.02,7.06,104.0,28.88,40.61,522.21,734.26
007253,Removex 1Lt Remover,6.07,12.99,20.0,40.26,67.4,121.42,259.8
026789,Removex Criviviali 2Lt Remover,10.37,21.99,9.0,35.85,55.87,93.33,197.91
080193,Repellent Baruel Spray Family 200Ml,13.34,23.99,1.0,37.52,60.04,13.34,23.99
072051,Repellent Repmax Spray 100Ml,7.42,13.99,2.0,40.46,67.95,14.83,27.98
077645,Repellent Repmax Location 200Ml,8.88,17.99,2.0,39.02,63.99,17.77,35.98
072050,Repellent Repmax Spray 200Ml,9.32,18.99,2.0,42.23,73.11,18.65,37.98
030055,Roxo Cans In Bulk Kg,5.38,9.76,40.89,44.95,81.64,219.79,399.22
063618,Purple Cabbage Packed Kg,5.61,11.3,14.37,50.37,101.48,80.61,162.4
024538,Green Cabbage In Bulk Kg,2.4,3.46,1474.4,30.41,43.69,3545.55,5094.61
063617,Packed Green Cabbage Kg,2.46,5.05,334.63,51.3,105.33,822.83,1689.48
039899,Cant/Minas Cecojao 4 Chej Bis 400G,12.59,19.74,10.0,33.03,49.32,125.88,197.4
039898,Cant/Minas Cheddar Bis 400G,12.84,19.34,22.0,30.77,44.45,282.55,425.52
063714,Corner Corner Minas Ceddar Bis 1.2Kg,20.59,29.99,2.0,27.39,37.73,41.19,59.98
037102,Corner Corny Culliario Trad Bi,12.8,18.43,19.0,27.33,37.62,243.24,350.11
032015,Compleita C/Herbs 200G,6.68,10.49,3.0,33.65,50.72,20.03,31.47
031940,Compleite Trad 200G Cedijao,6.47,9.99,19.0,30.33,43.53,122.99,189.81
064553,Crem Boua Trad 180G Crem,5.6,9.99,37.0,41.6,71.23,207.06,369.63
074799,Crem Crem Canto De Minas Light 400,15.82,24.13,7.0,31.67,46.35,110.72,168.93
074798,Cream Corm Corme Of Minas Trad 400,14.77,24.1,9.0,33.79,51.04,132.91,216.91
082596,Crem Crem Fruitap Light 175G,5.11,9.51,33.0,42.25,73.17,168.5,313.74
080938,Crem Crem Fruitap Trad 380G,9.03,16.49,52.0,41.18,70.0,469.46,857.48
003977,Crem Crem Itambe Trad 200G,7.36,11.99,18.0,36.03,56.32,132.43,215.82
079262,Crem Crem Itambe Zer Lact 200G,7.36,11.99,18.0,36.03,56.32,132.43,215.82
036906,Creamy Canto De Minas Light 2,7.86,12.57,17.0,34.83,53.44,133.55,213.63
036907,Creamy Canto De Minas Trad 2 Curd,7.77,12.29,24.0,34.09,51.73,186.48,294.96
036974,Creamy Denone Trad 200G Creame,9.03,14.74,8.0,35.62,55.32,72.27,117.92
032584,Creamy Curd Nestle Light 200G,6.63,10.67,25.0,35.22,54.38,165.73,266.75
079726,Culinario Goianinho Trad 400G Cuinio Culing,8.15,14.57,50.0,41.66,71.41,407.65,728.5
003978,Itambe Light 200G Curd,7.36,9.99,16.0,23.22,30.25,117.71,159.84
002235,Creastle Crease 200G Requirement,6.66,10.57,71.0,34.27,52.15,473.19,750.61
064700,Chocolate Rocambole F. Itself Kg,25.98,30.0,1.62,13.4,15.47,42.19,48.72
059242,Coconut Cock Flocks Emb Kg,4.24,35.0,0.09,87.8,719.67,0.39,3.22
061939,Sweet Thread Pao Rei 400G,4.66,10.99,12.0,42.37,73.53,55.86,131.88
025390,Thread F.,6.0,32.99,1.15,81.81,449.88,6.88,37.81
024802,Thread F.Propria Caracol Cream In Bulk K,17.58,35.0,6.79,49.77,99.09,119.44,237.79
059284,F. Homemade Cream Cream In Bulk K,5.55,35.0,9.14,84.14,530.63,50.75,320.04
027964,Thread F.Propria Fries Kg,6.0,40.0,3.02,85.0,566.67,18.11,120.72
024806,Thread F.Propria Hungra Kg,6.13,36.99,8.38,83.43,503.41,51.34,309.82
