Code,Description,Unit_Cost,Unit_Price,Unit_Profit,Amount_Sold,Margin%,Total_Cost,Total_Sale,Total_Profit,Month,Year
26789,Removex Criviviali 2Lt Remover,9.54,21.49,11.95,13.0,39.63,123.97,279.37,155.4,6,2024
72051,Repellent Repmax Spray 100Ml,6.75,13.99,7.24,3.0,40.46,20.24,41.97,21.73,6,2024
77645,Repellent Repmax Location 200Ml,8.89,16.99,8.1,5.0,35.43,44.43,84.95,40.52,6,2024
72050,Repellent Repmax Spray 200Ml,8.89,18.99,10.1,3.0,42.23,26.66,56.97,30.31,6,2024
30055,Roxo Cans In Bulk Kg,5.06,8.25,3.19,44.81,38.72,226.58,369.78,143.2,6,2024
63618,Purple Cabbage Packed Kg,5.27,10.59,5.32,24.17,50.2,127.4,255.83,128.43,6,2024
24538,Green Cabbage In Bulk Kg,2.36,3.26,0.9,1738.24,27.63,4104.79,5671.97,1567.18,6,2024
63617,Packed Green Cabbage Kg,2.29,4.62,2.33,372.86,50.49,852.72,1722.34,869.62,6,2024
39899,Cant/Minas Cecojao 4 Chej Bis 400G,9.37,14.99,5.62,19.0,30.02,178.11,284.81,106.7,6,2024
39898,Cant/Minas Cheddar Bis 400G,9.82,15.43,5.61,27.0,32.04,265.14,416.73,151.59,6,2024
63714,Corner Corner Minas Ceddar Bis 1.2Kg,16.82,24.99,8.17,5.0,24.37,84.1,124.95,40.85,6,2024
37102,Corner Corny Culliario Trad Bi,9.74,15.51,5.77,27.0,32.36,262.96,418.73,155.77,6,2024
64553,Crem Boua Trad 180G Crem,4.85,9.99,5.14,36.0,49.38,174.62,359.64,185.02,6,2024
74799,Crem Crem Canto De Minas Light 400,13.48,20.74,7.26,4.0,30.14,53.9,82.96,29.06,6,2024
74798,Cream Corm Corme Of Minas Trad 400,13.71,21.31,7.6,25.0,32.0,342.81,532.75,189.94,6,2024
52349,Crem Crem Fruitap Trad 175G,5.57,9.99,4.42,33.0,40.04,183.84,329.67,145.83,6,2024
3977,Crem Crem Itambe Trad 200G,6.13,9.2,3.07,56.0,30.58,343.22,515.44,172.22,6,2024
79262,Crem Crem Itambe Zer Lact 200G,6.13,9.42,3.29,23.0,32.2,140.97,216.77,75.8,6,2024
36906,Creamy Canto De Minas Light 2,6.67,10.99,4.32,11.0,36.76,73.33,120.89,47.56,6,2024
36907,Creamy Canto De Minas Trad 2 Curd,6.54,10.99,4.45,31.0,36.76,202.59,340.69,138.1,6,2024
36974,Creamy Denone Trad 200G Creame,7.53,13.12,5.59,5.0,40.16,37.65,65.59,27.94,6,2024
32584,Creamy Curd Nestle Light 200G,6.03,11.99,5.96,19.0,47.54,114.63,227.81,113.18,6,2024
79726,Culinario Goianinho Trad 400G Cuinio Culing,8.15,13.99,5.84,42.0,39.24,342.43,587.58,245.15,6,2024
3978,Itambe Light 200G Curd,6.13,9.15,3.02,38.0,30.15,232.9,347.62,114.72,6,2024
2235,Creastle Crease 200G Requirement,6.03,10.0,3.97,74.0,37.1,446.44,739.95,293.51,6,2024
61939,Sweet Thread Pao Rei 400G,4.76,10.99,6.23,7.0,45.4,33.32,76.93,43.61,6,2024
25390,Thread F.,6.01,26.99,20.98,1.56,77.77,9.37,42.16,32.79,6,2024
24802,Thread F.Propria Caracol Cream In Bulk K,17.58,32.99,15.41,7.03,46.7,123.6,231.92,108.32,6,2024
59284,F. Homemade Cream Cream In Bulk K,5.55,25.0,19.45,9.37,77.8,52.0,234.25,182.25,6,2024
27964,Thread F.Propria Fries Kg,6.0,26.99,20.99,5.0,77.77,30.01,135.0,104.99,6,2024
24806,Thread F.Propria Hungra Kg,6.13,30.0,23.87,4.74,79.57,29.04,142.14,113.1,6,2024
60682,Thread F.Propria Mother -In -Law In Bulk Kg,4.6,25.0,20.4,11.44,81.6,52.62,285.95,233.33,6,2024
39995,Thread F.Propria Packed Mixed Kg,12.0,23.99,11.99,1.25,49.98,15.0,29.99,14.99,6,2024
24831,Thread F.Propria Prestige Kg,6.0,31.19,25.19,4.06,80.76,24.37,126.68,102.31,6,2024
24810,Thread F.Propria Lock With Coconut Kg,17.6,25.0,7.4,3.22,29.68,56.68,80.6,23.92,6,2024
54219,Queen Ronca Big F.Propria K,24.58,39.91,15.33,2.55,38.46,62.68,101.84,39.16,6,2024
76821,Soap Barra Brisa Amar Neutral 180G,1.94,2.99,1.05,6.0,32.44,11.63,17.94,6.31,6,2024
76818,Soap Barra Brisa Amar Neutro 900G,6.54,12.49,5.95,4.0,45.4,26.17,49.96,23.79,6,2024
79230,Soap Barra Coconut Estrela 900G,6.69,11.99,5.3,5.0,40.03,33.44,59.95,26.51,6,2024
65690,Soap Powder Omo Lav/Perfume Sani Hygien Green 8,8.4,14.56,6.16,42.0,21.51,352.87,611.58,258.71,6,2024
61938,Soap Powder Omo Perfect Wash 1.6Kg,16.1,24.99,8.89,42.0,24.75,676.03,1049.58,373.55,6,2024
63380,Soap Powder Omo Perfect Wash 400G,5.14,9.99,4.85,24.0,29.99,123.38,239.76,116.38,6,2024
79117,Soap Powder Omo Lavender 1.6Kg,14.76,24.99,10.23,16.0,19.67,236.1,399.84,163.74,6,2024
79116,Soap Powder Omo Lavender 800G,9.65,17.99,8.34,10.0,30.43,96.55,179.9,83.35,6,2024
76414,Soap Powder Omo Pure Care Blue 1.6Kg,14.95,23.22,8.27,10.0,12.41,149.49,232.17,82.68,6,2024
61980,Soap Powder Omo Pure Care Blue 800G,9.96,18.77,8.81,27.0,31.97,268.91,506.73,237.82,6,2024
66067,Soap Powder Sanit Bright Hygien Total Sa,11.13,20.33,9.2,29.0,25.57,322.65,589.71,267.06,6,2024
65689,Soap Powder Sanit Omo Lavage Perfume Sanit H,13.74,24.85,11.11,29.0,24.79,398.5,720.79,322.29,6,2024
64102,Soap Powder Sanit Surf Coconut Care Sa,6.36,13.01,6.65,13.0,34.44,82.67,169.18,86.51,6,2024
63815,Soap Powder Sanit Surf Lemon And Bicarb Sache,4.96,12.99,8.03,3.0,49.27,14.89,38.97,24.08,6,2024
76037,Soap Powder Surf Lavender 800G,5.91,7.49,1.58,17.0,13.11,100.42,127.33,26.91,6,2024
64103,Soap Powder Surf Roses Flower Lis Sach 800G,5.71,12.99,7.28,3.0,47.73,17.13,38.97,21.84,6,2024
70553,Soap Powder Tixan Softness Fx 2.4Kg,13.19,26.99,13.8,12.0,34.25,158.3,323.88,165.58,6,2024
79463,Soap Powder Tixan Ype First 10%Des Ct 2.2Kg,11.37,17.79,6.42,1486.0,14.0,16897.31,26429.38,9532.07,6,2024
73294,Soap Powder Tixan Ype First Ct 2.2Kg,13.16,23.26,10.1,211.0,23.87,2777.18,4906.97,2129.79,6,2024
77266,Soap Powder Urca Maxx Coconut Sache 800G,4.14,7.99,3.85,3.0,31.28,12.41,23.97,11.56,6,2024
77265,Soap Powder Urca Maxx Lavanda Sache 800G,4.14,7.99,3.85,5.0,31.28,20.68,39.95,19.27,6,2024
66592,Sliced ​​Salami 100G,6.34,13.49,7.15,2.0,36.0,12.69,26.98,14.29,6,2024
69377,Italian Salami Fat Seara Goum 100G,6.36,13.99,7.63,19.0,38.13,120.88,265.81,144.93,6,2024
79687,Sliced ​​Italian Salame Sadia 100G,7.35,17.19,9.84,17.0,41.85,124.88,292.19,167.31,6,2024
71272,Italian Salami Seara Sliced ​​Kg,57.79,126.98,69.19,1.44,37.91,83.22,182.35,99.13,6,2024
48494,Italian Salami Seara Pc/Kg,58.33,130.0,71.67,0.6,39.35,35.0,78.52,43.52,6,2024
62298,Salami Snack Pepperoni Sadia 36G,2.39,4.99,2.6,8.0,40.64,19.14,39.92,20.78,6,2024
62299,Salami Snack Dry Sadia 36G,2.39,4.99,2.6,11.0,40.64,26.31,54.89,28.58,6,2024
24516,Sadia Sliced ​​Salamin Kg,41.97,100.0,58.03,1.33,42.82,55.82,132.8,76.98,6,2024
44946,Salaminho Sadia Pc/Kg,45.7,110.0,64.3,4.67,43.53,213.42,514.14,300.72,6,2024
59223,Salg F.Propria Ferty Kg,6.75,30.0,23.25,0.2,77.53,1.35,6.0,4.65,6,2024
59214,Salg F.Propria Titanic Kg,8.01,30.0,21.99,119.95,73.3,960.8,3597.98,2637.18,6,2024
24744,Salg Hamburgao F.Propria Kg,10.57,40.0,29.43,0.54,73.65,5.71,21.68,15.97,6,2024
25420,Salged Mini Pizza Unit,0.9,2.0,1.1,1.0,55.0,0.9,2.0,1.1,6,2024
39982,Sausage Hot Dog Cold Tray Kg,4.36,14.29,9.93,13.62,62.21,59.43,194.68,135.25,6,2024
70593,Sausage Hot Dog Loss Tray Kg,7.64,19.58,11.94,38.46,51.69,293.84,753.09,459.25,6,2024
32019,Copacol Kg Chicken Sausage,3.64,4.99,1.35,166.57,9.82,607.13,831.19,224.06,6,2024
61537,Sausage Hot Dog Cold Kg,3.19,7.99,4.8,4.42,49.93,14.1,35.32,21.22,6,2024
75068,Hot Dog Boua Kg Sausage,3.98,8.88,4.9,184.62,39.07,734.25,1639.39,905.14,6,2024
27707,Hot Dog Copacol Kg Sausage,4.65,6.43,1.78,122.19,8.18,568.17,785.15,216.98,6,2024
24822,Sausage Hot Dog Friato Kg,4.36,8.08,3.72,292.33,33.17,1275.15,2362.17,1087.02,6,2024
41152,Sausage Hot Dog Loss Kg,7.64,15.64,8.0,119.62,39.53,914.03,1871.38,957.35,6,2024
31512,Sausage Hot Dog Pif Paf Kg,4.03,8.77,4.74,368.84,37.52,1484.96,3233.19,1748.23,6,2024
45348,Copacol 600G Sausage,4.4,9.49,5.09,8.0,41.94,35.21,75.92,40.71,6,2024
71737,Cadence Grill Pto 220V Sandwich,52.19,89.99,37.8,6.0,21.1,313.14,539.94,226.8,6,2024
16919,Sapolio Radium Creamy Classic 250Ml,5.16,9.99,4.83,7.0,43.07,36.13,69.93,33.8,6,2024
51705,Sapolio Radium Creamy Lavender 250Ml,5.13,9.99,4.86,5.0,43.38,25.66,49.95,24.29,6,2024
25051,Sapolio Radium In Chlorine 300G,3.72,7.99,4.27,2.0,48.7,7.44,15.98,8.54,6,2024
65032,Sapolio Radium Powder Classic 300G,3.47,7.99,4.52,1.0,45.68,3.47,7.99,4.52,6,2024
64199,Sapolio Radium Powder Lavender 300G,3.51,7.99,4.48,4.0,49.58,14.03,31.96,17.93,6,2024
900,Sapolio Radium Powder Lime 300G,3.47,7.99,4.52,3.0,45.68,10.4,23.97,13.57,6,2024
61499,Creamy Saponace Ype Lavender 300Ml,3.7,7.49,3.79,4.0,34.17,14.82,29.96,15.14,6,2024
77303,Cadence Hair Dryer Sec185 Red Biv,39.87,91.99,52.12,1.0,41.04,39.87,91.99,52.12,6,2024
64468,Mallory Lux Travel Paris Biv Dryer,66.1,149.99,83.89,1.0,40.24,66.1,149.99,83.89,6,2024
27711,Seq B B B/Coconut Kg,22.0,50.0,28.0,0.29,42.2,6.38,14.65,8.27,6,2024
27712,Seq Bisc Nata With Flakes Kg,21.48,50.0,28.52,0.29,42.2,6.23,14.3,8.07,6,2024
27717,Seq Bisc Bread Of Honey Choc Br Kg,23.93,54.99,31.06,0.98,41.99,23.45,53.67,30.22,6,2024
27715,Seq Bisc Bread Of Honey Choc Kg,25.98,54.99,29.01,2.25,35.63,58.45,123.51,65.06,6,2024
45975,Sobr Nestle Chandelle Choc 180G,4.37,8.99,4.62,16.0,45.38,69.92,143.84,73.92,6,2024
77404,Overcoxes Conga Super Chicken Iqf 1Kg,9.04,15.99,6.95,11.0,35.76,99.43,175.89,76.46,6,2024
74610,About 90G White Danette Choc Danette,1.96,4.29,2.33,13.0,43.45,25.47,55.77,30.3,6,2024
66447,Creamy Danette Chocolate (Pr,1.87,4.29,2.42,110.0,41.72,206.16,471.9,265.74,6,2024
61821,Overm Lact Fruitap Choc White 180G,3.0,6.79,3.79,15.0,39.98,44.95,101.85,56.9,6,2024
52339,Overm Lact Fructap Chocolate 180G,2.98,6.79,3.81,10.0,40.29,29.8,67.9,38.1,6,2024
66498,Overm Lact Goianinho Chocolate 180G,2.32,5.49,3.17,10.0,42.62,23.15,54.9,31.75,6,2024
53318,Dessert Lact Fruitap Baun/Car 180G,3.32,6.79,3.47,13.0,39.61,43.17,88.27,45.1,6,2024
79267,Soda Soda 99 Sodabel 1Kg,8.87,14.3,5.43,83.0,22.33,736.46,1187.31,450.85,6,2024
79268,Soda Soda 99 Sodabel 300G,6.19,12.99,6.8,4.0,40.34,24.76,51.96,27.2,6,2024
6980,Kaveira Soda 1Kg,7.64,16.99,9.35,11.0,40.28,84.06,186.89,102.83,6,2024
6948,Sol Sol 1Kg,13.61,17.63,4.02,934.0,14.73,12708.68,16469.66,3760.98,6,2024
77775,Sol Sol Sol Liquida 1Lt,11.57,18.99,7.42,6.0,30.74,69.4,113.94,44.54,6,2024
26014,Sodatic Soda Trovao 1Kg,8.44,17.99,9.55,2.0,37.73,16.88,35.98,19.1,6,2024
24748,Dream F.Propria Dc Milk Kg,6.0,30.0,24.0,9.21,80.0,55.26,276.3,221.04,6,2024
66741,Sorbet Soul Gelato Acai Banana 1.5Lt,14.56,27.99,13.43,6.0,39.275000000000006,87.38,167.94,80.56,6,2024
66740,Sorbet Soul Gelato Acai Guarana 1.5Lt,18.52,27.46,8.94,30.0,39.275000000000006,555.67,823.8000000000001,268.13,6,2024
64753,"Sorbet Soul Gelato Acai Truf Piglet 1,",17.36,27.07,9.71,83.0,39.275000000000006,1440.89,2246.81,805.92,6,2024
57416,Sorv Sorreve Premium Pineapple 1.5Lt,13.86,22.99,9.13,3.0,39.275000000000006,41.57,68.97,27.4,6,2024
63522,Sorv Sorreve Premium Birthday Cake,15.1,24.99,9.89,2.0,39.275000000000006,30.19,49.98,19.79,6,2024
73902,Sorv Sorreve Premium Bombom 1.5Lt,13.85,22.99,9.14,9.0,39.275000000000006,124.68,206.91,82.23,6,2024
57412,Sorv Sorreve Premium Brigadeiro 1.5Lt,13.86,22.99,9.13,4.0,39.275000000000006,55.42,91.96,36.54,6,2024
57415,Sorv Sorreve Premium Coconut Br 1.5Lt,13.86,22.99,9.13,6.0,39.275000000000006,83.17,137.94,54.77,6,2024
57418,Sorv Sorreve Premium Cream 1.5Lt,13.86,22.99,9.13,8.0,39.275000000000006,110.85,183.92,73.07,6,2024
57417,Sorv Sorreve Premium Flocks 1.5Lt,13.85,22.99,9.14,7.0,39.275000000000006,96.97,160.92999999999998,63.96,6,2024
51974,Sorv Sorreve Premium Flocks 1.6Lt,15.1,24.99,9.89,2.0,39.275000000000006,30.19,49.98,19.79,6,2024
49722,Sorv Sorreve Premium Frut Red 1.6Lt,15.1,24.99,9.89,3.0,39.275000000000006,45.29,74.97,29.68,6,2024
57413,Sorv Sorrevio Premium Mor/Lt Cond 1.5,13.85,22.99,9.14,5.0,39.275000000000006,69.27,114.95,45.68,6,2024
49723,Sorv Sorreve Premium Mous/Marac 1.6Lt,15.1,24.99,9.89,10.0,39.275000000000006,150.95,249.9,98.95,6,2024
57414,Sorv Sorreve Premium Napolit 1.5Lt,13.86,22.99,9.13,7.0,39.275000000000006,96.99,160.92999999999998,63.94,6,2024
51973,Sorv Sorreve Premium Napolit 1.6Lt,15.1,24.99,9.89,8.0,39.275000000000006,120.77,199.92,79.15,6,2024
49724,Sorv Sorreve Premium Ninh/Truf 1.6Lt,15.1,24.99,9.89,7.0,39.275000000000006,105.68,174.92999999999998,69.25,6,2024
74165,1.5Lt Tropical Ice Cream,9.98,16.98,7.0,224.0,39.275000000000006,2236.42,3803.52,1567.1,6,2024
52375,Steak Copacol Tilapia 100Gr,1.17,2.69,1.52,60.0,39.275000000000006,70.44,161.4,90.96,6,2024
40992,Super Chicken Chicken Steak 100G,0.75,1.6,0.85,4175.0,39.275000000000006,3142.06,6680.0,3537.94,6,2024
50143,Steak Chicken Crushing 100G,0.75,1.69,0.94,3.0,39.275000000000006,2.24,5.07,2.83,6,2024
17381,Juice Grape Adhes,1.73,3.29,1.56,3.0,39.275000000000006,5.2,9.87,4.67,6,2024
55463,Int 1.5Lt White Uva Alcany Juice,9.28,17.99,8.71,1.0,39.275000000000006,9.28,17.99,8.71,6,2024
25322,1.5Lt Integral Grape Alligue Juice,11.84,18.46,6.62,32.0,39.275000000000006,378.94,590.72,211.78,6,2024
79712,Ambu Natural Ane One Orange Apple 180M,2.73,3.99,1.26,7.0,39.275000000000006,19.11,27.93,8.82,6,2024
66048,Amb Natural Una Uva 1.5Lt,8.07,13.99,5.92,5.0,39.275000000000006,40.35,69.95,29.6,6,2024
70425,Ambu Natural One Uva And Apple 300Ml,3.0,5.49,2.49,20.0,39.275000000000006,60.1,109.8,49.7,6,2024
62717,Juice House Gold Tint Int 1Lt,11.18,19.99,8.81,2.0,39.275000000000006,22.36,39.98,17.62,6,2024
62716,Juice House Gold Grape Int 1.5Lt,15.17,26.99,11.82,4.0,39.275000000000006,60.67,107.96,47.29,6,2024
3199,Dafruta Caju 500Ml Juice,2.49,4.99,2.5,50.0,39.275000000000006,124.56,249.5,124.94,6,2024
3200,Dafruta Passion Fruit 500Ml Juice,4.59,2.53,-2.06,56.0,39.275000000000006,256.93,141.67999999999998,-115.25,6,2024
3205,Dafruta Uva Juice 500Ml,2.86,5.19,2.33,10.0,39.275000000000006,28.6,51.900000000000006,23.3,6,2024
8661,Juice Del Valle Manga 1Lt,3.91,7.24,3.33,4.0,39.275000000000006,15.64,28.96,13.32,6,2024
43266,Juice Del Valle 100% Orange1L,7.9,10.99,3.09,1.0,2.18,7.9,10.99,3.09,6,2024
6746,Juice Del Valle Pineapple 1Lt,3.88,7.24,3.36,2.0,39.275000000000006,7.75,14.48,6.73,6,2024
11480,Juice Del Valle Caju 1Lt,4.04,7.35,3.31,11.0,39.275000000000006,44.43,80.85,36.42,6,2024
79552,Juice Del Valle Fruct Citrus 1.5Lt,3.55,5.99,2.44,193.0,39.275000000000006,685.57,1156.07,470.5,6,2024
45053,Del Valle Fruct Orange 1.5Lt,3.47,5.99,2.52,30.0,39.275000000000006,104.16,179.70000000000002,75.54,6,2024
41146,Del Valle Fruct Orange 450Ml,1.45,2.69,1.24,7.0,39.275000000000006,10.18,18.83,8.65,6,2024
45118,Del Valle Fruit Uva 1.5L,3.54,5.99,2.45,359.0,39.275000000000006,1269.59,2150.41,880.82,6,2024
43193,Del Valle Fruct Uva 450Ml,1.48,2.69,1.21,28.0,39.275000000000006,41.38,75.32,33.94,6,2024
35931,Juice Del Valle Orange 1Lt,3.87,7.12,3.25,4.0,39.275000000000006,15.49,28.48,12.99,6,2024
8663,Juice Del Valle Passion Fruit 1Lt,3.87,7.04,3.17,31.0,39.275000000000006,120.09,218.24,98.15,6,2024
8665,Juice Del Valle Nectar Grape 200Ml,1.56,2.79,1.23,4.0,39.275000000000006,6.25,11.16,4.91,6,2024
54600,Juice Del Valle Pesseg Can 290Ml,1.85,3.49,1.64,1.0,39.275000000000006,1.85,3.49,1.64,6,2024
8662,Juice Del Valle Peach 1L,3.91,7.1,3.19,14.0,39.275000000000006,54.75,99.4,44.65,6,2024
43267,Juice Del Valle S/Cons 100% Grape 1L,8.22,14.69,6.47,1.0,39.275000000000006,8.22,14.69,6.47,6,2024
8664,Juice Del Valle Grape 1Lt,4.0,7.18,3.18,59.0,39.275000000000006,235.91,423.62,187.71,6,2024
54601,Juice Del Valle Grape Lata 290Ml,2.15,3.49,1.34,3.0,39.275000000000006,6.44,10.47,4.03,6,2024
50511,Frisco Lemon 25G Juice,0.71,1.49,0.78,1.0,39.275000000000006,0.71,1.49,0.78,6,2024
50582,Uva Frisco Juice 25G,0.72,1.49,0.77,24.0,39.275000000000006,17.26,35.76,18.5,6,2024
34671,Jota Pe Uva Juice 1Lt,10.61,19.99,9.38,7.0,39.275000000000006,74.28,139.92999999999998,65.65,6,2024
5674,Jota Pe Uva 500Ml Juice,6.57,11.99,5.42,16.0,39.275000000000006,105.09,191.84,86.75,6,2024
16441,Kapo Pineapple Kapo Juice 200Ml,1.39,2.39,1.0,9.0,39.275000000000006,12.54,21.51,8.97,6,2024
70404,Kapo Caju 200Ml Juice,1.4,2.39,0.99,2.0,39.275000000000006,2.79,4.78,1.99,6,2024
16440,Kapo Orange Kike Juice 200Ml,1.39,2.39,1.0,6.0,39.275000000000006,8.36,14.34,5.98,6,2024
16439,Kapo Passable Kapo Juice 200Ml,1.45,2.39,0.94,22.0,39.275000000000006,31.9,52.580000000000005,20.68,6,2024
16442,Kapo Strawberry Kam 200Ml Juice,1.45,2.39,0.94,7.0,39.275000000000006,10.15,16.73,6.58,6,2024
13718,Kapo Uva Juice 200Ml,1.47,2.39,0.92,30.0,39.275000000000006,44.03,71.7,27.67,6,2024
5864,Juice La Fruit Cashew 1Lt,4.31,6.87,2.56,172.0,39.275000000000006,741.46,1181.64,440.18,6,2024
10638,Juice La Fruit Cashew 200Ml,1.19,2.19,1.0,153.0,39.275000000000006,182.53,335.07,152.54,6,2024
40976,Juice La Fruit Cashew Can 350Ml,2.32,3.15,0.83,32.0,39.275000000000006,74.37,100.8,26.43,6,2024
39581,Juice La Fruit Goiab 1Lt,4.32,7.01,2.69,116.0,39.275000000000006,500.77,813.16,312.39,6,2024
39582,Juice La Fruit Goiab 200Ml,1.19,2.19,1.0,115.0,39.275000000000006,137.2,251.85,114.65,6,2024
43978,Juice La Fruit Guava La 350Ml,2.3,3.99,1.69,1.0,39.275000000000006,2.3,3.99,1.69,6,2024
9968,La Fruit Orange 1Lt Juice,4.34,6.99,2.65,33.0,39.275000000000006,143.26,230.67,87.41,6,2024
10616,La Fruit Orange 200Ml Juice,1.19,2.19,1.0,22.0,39.275000000000006,26.25,48.18,21.93,6,2024
5865,La Fruit Light Pess And Apple 1Lt Juice,4.23,7.02,2.79,17.0,39.275000000000006,71.86,119.34,47.48,6,2024
5841,Juice La Fruit Mango 1Lt,4.28,7.0,2.72,70.0,39.275000000000006,299.32,490.0,190.68,6,2024
5866,La Fruit Mango 200Ml Juice,1.19,2.19,1.0,88.0,39.275000000000006,104.98,192.72,87.74,6,2024
5834,La Fruit Marac 350Ml Juice,2.34,3.99,1.65,21.0,39.275000000000006,49.11,83.79,34.68,6,2024
5860,La Fruit Marac 200Ml Juice,1.19,2.19,1.0,335.0,39.275000000000006,399.66,733.65,333.99,6,2024
5842,Juice La Fuit Passion Fruit 1Lt,4.34,6.85,2.51,239.0,39.275000000000006,1036.11,1637.15,601.04,6,2024
57174,Juice La Fruit Myst Grape Apple 2L,8.26,12.99,4.73,31.0,39.275000000000006,256.17,402.69,146.52,6,2024
5837,La Fruit Pes 350Ml Juice,2.32,3.37,1.05,53.0,39.275000000000006,123.17,178.61,55.44,6,2024
5844,Juice La Fruit Peach 1Lt,4.31,6.99,2.68,77.0,39.275000000000006,331.5,538.23,206.73,6,2024
5859,Juice La Fuit Peach 200Ml,1.19,2.19,1.0,64.0,39.275000000000006,76.35,140.16,63.81,6,2024
5845,Juice La Fuit Grape 1Lt,4.73,6.88,2.15,352.0,39.275000000000006,1665.62,2421.76,756.14,6,2024
5861,La Fruit Uva 200Ml Juice,1.25,2.19,0.94,457.0,39.275000000000006,572.62,1000.83,428.21,6,2024
5838,Juice La Fuit Grape Can 350Ml,2.34,3.5,1.16,55.0,39.275000000000006,128.89,192.5,63.61,6,2024
53888,La Fruit Uva Light 200Ml Juice,1.39,2.19,0.8,14.0,39.275000000000006,19.49,30.66,11.17,6,2024
53795,Juice La Fruit Grape Light Apple 1L,4.77,6.99,2.22,18.0,39.275000000000006,85.83,125.82,39.99,6,2024
3081,Maguary Caju 500Ml Juice,2.95,5.86,2.91,21.0,39.275000000000006,61.89,123.06,61.17,6,2024
3082,Maguary Passion Fruit 500Ml Juice,7.5,13.01,5.51,34.0,39.275000000000006,255.0,442.34,187.34,6,2024
63857,Juice Practices Integral Orange 1.7Lt,16.24,25.62,9.38,16.0,39.275000000000006,259.78,409.92,150.14,6,2024
71591,Juice Prats Whole Orange 300Ml,4.05,6.99,2.94,14.0,39.275000000000006,56.7,97.86,41.16,6,2024
63853,900Ml Integral Orange Juice,9.32,14.99,5.67,24.0,39.275000000000006,223.56,359.76,136.2,6,2024
70788,Juice Practices 300Ml Whole Grape,4.73,6.99,2.26,5.0,39.275000000000006,23.66,34.95,11.29,6,2024
63854,900Ml Whole Grape Juice,11.74,17.28,5.54,14.0,39.275000000000006,164.43,241.92,77.49,6,2024
49514,Fifth Do Morg Uva Brc Int 1Lt Juice,8.88,15.99,7.11,4.0,39.275000000000006,35.54,63.96,28.42,6,2024
50837,Fifth Do Morg Uva Int 300Ml Juice,4.9,6.99,2.09,1.0,39.275000000000006,4.9,6.99,2.09,6,2024
49511,Fifth Do Morg Uva Integ 500Ml Juice,6.42,10.99,4.57,2.0,39.275000000000006,12.83,21.98,9.15,6,2024
49513,Fifth Do Morg Uva Tint Int 1.5Lt Juice,15.4,21.99,6.59,8.0,39.275000000000006,123.2,175.92,52.72,6,2024
14933,Juice Refreskant Pineapple 110G,1.11,2.49,1.38,12.0,39.275000000000006,13.32,29.880000000000003,16.56,6,2024
45566,Pineapple Refreskant Juice 200G,4.07,8.49,4.42,7.0,39.275000000000006,28.51,59.43,30.92,6,2024
4280,Juice Refreskant Pineapple 20G,0.49,1.19,0.7,82.0,39.275000000000006,40.54,97.58,57.04,6,2024
41115,Juice Refreskant Caju 110G,1.11,2.49,1.38,36.0,39.275000000000006,39.96,89.64000000000001,49.68,6,2024
45565,Juice Refreskant Caju 200G,4.3,8.49,4.19,10.0,39.275000000000006,42.99,84.9,41.91,6,2024
13703,Juice Refreskant Guava 110G,1.11,2.49,1.38,31.0,39.275000000000006,34.41,77.19000000000001,42.78,6,2024
22957,Juice Refreskant Guava 20G,0.5,1.19,0.69,48.0,39.275000000000006,23.94,57.12,33.18,6,2024
47780,Juice Refreskant Home Sweet 110G,1.11,2.49,1.38,13.0,39.275000000000006,14.43,32.370000000000005,17.94,6,2024
22954,Juice Refreskant Laran Cas 25G,0.48,1.19,0.71,80.0,39.275000000000006,38.68,95.2,56.52,6,2024
14932,Juice Refreskant Orange 110G,1.11,2.49,1.38,49.0,39.275000000000006,54.39,122.01,67.62,6,2024
31453,Preskant Orange 200G Juice,4.31,8.49,4.18,19.0,39.275000000000006,81.9,161.31,79.41,6,2024
4264,Juice Refreskant Orange 20G,0.5,1.19,0.69,149.0,39.275000000000006,74.02,177.31,103.29,6,2024
47779,Homemade Orange Refreskant Juice 200G,4.35,8.53,4.18,13.0,39.275000000000006,56.57,110.89,54.32,6,2024
44566,Juice Refreskant Lemon 110G,1.11,2.49,1.38,22.0,39.275000000000006,24.42,54.78,30.36,6,2024
45564,Juice Refreskant Lemon 200G,4.27,8.49,4.22,9.0,39.275000000000006,38.47,76.41,37.94,6,2024
4267,Juice Refreskant Lemon 20G,0.49,1.19,0.7,49.0,39.275000000000006,23.98,58.31,34.33,6,2024
13704,Juice Refreskant Mango 110G,1.11,2.49,1.38,19.0,39.275000000000006,21.09,47.31,26.22,6,2024
4271,Juice Refreskant Mango 20G,0.49,1.19,0.7,85.0,39.275000000000006,41.83,101.15,59.32,6,2024
4266,Juice Refreskant Marac 20G,0.51,1.19,0.68,151.0,39.275000000000006,77.53,179.69,102.16,6,2024
13706,Juice Refreskant Passion Fruit 110G,1.11,2.49,1.38,22.0,39.275000000000006,24.42,54.78,30.36,6,2024
31454,Pereskant Passionja 200G Juice,4.43,8.49,4.06,10.0,39.275000000000006,44.34,84.9,40.56,6,2024
4270,Juice Refreskant Mor 20G,0.51,1.19,0.68,89.0,39.275000000000006,45.68,105.91,60.23,6,2024
14931,Homekant Strawberry 110G Juice,1.11,2.49,1.38,19.0,39.275000000000006,21.09,47.31,26.22,6,2024
31456,200G Strawberry Refreskant Juice,4.23,8.49,4.26,14.0,39.275000000000006,59.27,118.86,59.59,6,2024
