Code,Description,Amount_Sold,Unit_Price,Total_Cost,Buying,COGS,Margin%,MKP%,Total_Sale,text_en
059289,REFR COCA COLA PLUS CF/ESPRESSO 220ML,28.0,3.12,63.59,63.59,63.59,27.18,37.32,87.32,Refr Coca Cola Plus Cf/Espresso 220ml
011901,REFR COCA COLA S/ACUCAR LATA 350ML,190.0,4.18,590.9,590.9,590.9,25.67,34.53,794.94,Refr Coca Cola S/Cudar Tin 350ml
071567,REFR COCA COLA S/ACUCAR LT 350ML CX06UN,8.0,23.72,149.28,149.28,149.28,21.34,27.12,189.77,REFR Coca Cola S/ACUCAR LT 350ml CX06UN
065905,REFR COCA COLA S/ACUCAR RETORNAVEL PETE,73.0,6.99,424.84,424.84,424.84,16.72,20.07,510.11,Refr Coca Cola S/Cudar
010320,REFR COCA COLA SEM ACUCAR 2LT,474.0,11.25,4053.17,4053.17,4053.17,23.98,31.54,5331.42,Refr coca glue without sucking 2LT
071540,REFR COCA COLA SEM ACUCAR PETE 1LT,79.0,7.37,402.82,402.82,402.82,30.82,44.56,582.31,Refr coca glue without sucking pete 1lt
002952,REFR COCA COLA TRAD 350ML,360.0,3.87,1119.24,1119.24,1119.24,19.58,24.35,1391.82,Refr coca cola trad 350ml
061177,REFR COCA COLA TRAD 350ML CX6X1,25.0,22.14,466.35,466.35,466.35,15.75,18.69,553.5,Refr coca cola trad 350ml cx6x1
002954,REFR COCA COLA TRAD 600ML,121.0,5.6,542.08,542.08,542.08,19.98,24.96,677.39,Refr coca cola trad 600ml
055729,REFR COCA COLA TRAD PET 200ML,140.0,2.57,268.62,268.62,268.62,25.42,34.09,360.2,Refr coca cola trad pet 200ml
002955,"REFR COCA COLA TRADIC 1,5LT",122.0,8.39,852.78,852.78,852.78,16.64,19.97,1023.06,Refr Coca Cola Tradition 1.5LT
013376,"REFR COCA COLA ZERO 1,5LT",30.0,8.34,209.7,209.7,209.7,16.19,19.31,250.2,Refr Coca Cola Zero 1.5LT
030367,REFR COCA COLA ZERO 600ML,70.0,5.62,313.6,313.6,313.6,20.26,25.41,393.3,Refr coca cola zero 600ml
056717,REFR COCA COLA ZERO PET 200ML,68.0,2.59,130.41,130.41,130.41,25.95,35.05,176.12,Refr Coca Cola Zero Pet 200ml
075043,REFR CRYSTAL FORTY ABACAXI 2L,8.0,4.69,24.66,24.66,24.66,34.26,52.12,37.52,Refr Crystal Forty Pineapple 2L
075039,REFR CRYSTAL FORTY COLA 2L,101.0,4.42,311.38,311.38,311.38,30.24,43.36,446.39,Refr Crystal Forty Cola 2l
002965,"REFR SPRITE 1,5L",9.0,8.53,50.4,50.4,50.4,,76.81,,Refr Sprite 1.5L
002964,REFR SPRITE 2L,93.0,8.62,575.76,575.76,575.76,,801.87,,REFR Sprite 2L
002963,REFR SPRITE LATA 350ML,18.0,3.49,50.83,50.83,50.83,,62.82,,Refr Sprite Tin 350ml
045477,REFR SPRITE ORIG PT 600ML,12.0,5.39,47.04,47.04,47.04,,64.68,,REFR Sprite Orig PT 600ml
061590,REFR SPRITE PET 200ML,1.0,2.29,1.71,1.71,1.71,,2.29,,REFR Sprite Pet 200ml
065903,REFR SPRITE RETORNAVEL PETE 2LT,26.0,2.99,121.16,121.16,121.16,,77.74,,Refr Sprite Returned Pete 2LT
014619,REFR SUKITA DE UVA 2LT,544.0,6.24,2491.52,2491.52,2491.52,,3394.94,,Refr Sukita de Uva 2LT
001806,REFR SUKITA LAR LATA 350ML,63.0,3.14,146.79,146.79,146.79,,197.97,,Refr Sukita Lar Tin 350ml
067689,REFR SUKITA LARANJA 200ML,111.0,1.93,155.4,155.4,155.4,,213.75,,Refr sukita orange 200ml
001807,REFR SUKITA LARANJA 2LT,986.0,6.24,4515.88,4515.88,4515.88,,6151.95,,Refr sukita orange 2lt
014303,REFR SUKITA UVA LATA 350ML,32.0,3.19,74.56,74.56,74.56,,102.08,,Refr sukita grape can 350ml
078705,REFRESCO PO FRISCO ABACAXI JONES 3 18G,14.0,1.0,6.4,8.01,8.01,,14.0,,Refresco po frisco pineapple jones 3 18g
082834,REFRESCO PO FRISCO BAUN C/ LIMAO 18G,3.0,1.0,1.37,1.72,1.72,,3.0,,Refresco po frisco baun w/ lime 18g
077985,REFRESCO PO FRISCO CAJA 18G,30.0,1.0,13.71,17.16,17.16,,30.0,,Refresco po frisco caja 18g
078708,REFRESCO PO FRISCO CAJU JONES 1/2 18G,27.0,1.0,12.34,15.44,15.44,,27.12,,Refresco po frisco caju jones 1/2 18g
078707,REFRESCO PO FRISCO GOIABA JONES 3 18G,18.0,1.0,8.23,10.3,10.3,,18.08,,Refresco po frisco guava jones 3 18g
077984,REFRESCO PO FRISCO GRAVIOLA JONES 1/2 18,47.0,1.0,21.48,26.88,26.88,,47.0,,Refresco po frisco graviola jones 1/2 18
082844,REFRESCO PO FRISCO GUARANA 18G,20.0,1.0,9.14,11.44,11.44,,20.0,,Refresco Po Frisco Guarana 18g
082847,REFRESCO PO FRISCO LARANJ ACER 18G,17.0,1.0,7.77,9.72,9.72,,17.0,,Refresco po frisco Laranj acer 18g
077981,REFRESCO PO FRISCO LARANJA JONES 3 18G,40.0,1.0,18.28,22.88,22.88,,40.0,,Refreshment po frisco orange jones 3 18g
077986,REFRESCO PO FRISCO LIMAO JONES 1/2 18G,21.0,1.0,9.6,12.01,12.01,,21.0,,Refresco po frisco lime jones 1/2 18g
082851,REFRESCO PO FRISCO MANGA 18G,21.0,1.0,9.6,12.01,12.01,,21.0,,Refresco po frisco mango 18g
082841,REFRESCO PO FRISCO MARAC IOG 18G,36.0,1.0,16.45,20.59,20.59,,36.0,,Refresco po frisco marac IOG 18g
077982,REFRESCO PO FRISCO MARACUJA JONES 3 18G,36.0,1.0,16.45,20.59,20.59,,36.06,,Refresco po frisco passion fruit jones 3 18g
082843,REFRESCO PO FRISCO MOR IOG 18G,12.0,1.0,5.48,6.86,6.86,,12.0,,Refresco po frisco mor iog 18g
077983,REFRESCO PO FRISCO MORANGO JONES 3 18G,22.0,1.0,10.05,12.58,12.58,,22.0,,Refresco po frisco strawberry jones 3 18g
078706,REFRESCO PO FRISCO SAL FRUTAS JONES 3 18,29.0,1.02,13.25,16.59,16.59,,29.59,,Refresco po frisco salt fruit jones 3 18
082845,REFRESCO PO FRISCO TANGERINA 18G,19.0,1.0,8.68,10.87,10.87,,19.0,,Refresco po frisco tangerine 18g
082849,REFRESCO PO FRISCO UVA 18G,32.0,1.0,14.62,18.3,18.3,,32.0,,Refresco po frisco grape 18g
067892,REFRESCO PO MID ABACAXI 20G,94.0,1.06,48.69,66.27,66.27,,99.86,,Refreshment pine pineapple 20g
070272,REFRESCO PO MID BAUNILHA C/ LIMAO 20G,39.0,0.99,20.2,27.5,27.5,,38.71,,Refresco Po mid vanilla w/ LIMAO 20g
067895,REFRESCO PO MID CAJU 20G,226.0,0.98,117.07,159.33,159.33,,222.05,,Refresco Po mid cashew 20g
067898,REFRESCO PO MID GOIABA 20G,73.0,1.01,37.81,51.47,51.47,,73.89,,Refresco po mid guava 20g
067893,REFRESCO PO MID GRAVIOLA 20G,49.0,1.28,25.38,34.55,34.55,,62.85,,PO MID REFRESCO SOURCE 20G
069670,REFRESCO PO MID GROSELHA 20G,171.0,1.01,88.58,120.56,120.56,,173.39,,Refresco Po Mid Groves 20g
069672,REFRESCO PO MID GUARANA 20G,151.0,1.03,85.92,106.46,106.46,,155.59,,PO MID GUARANA 20G REFER
069673,REFRESCO PO MID JABUTICABA 20G,25.0,1.07,12.95,17.63,17.63,,26.65,,Refresco Po mid jabuticaba 20g
067891,REFRESCO PO MID LARANJA 20G,437.0,0.98,248.65,308.09,308.09,,426.43,,Refresco Po Mid Orange 20g
069674,REFRESCO PO MID LARANJA DOCE 20G,82.0,0.98,42.48,57.81,57.81,,80.58,,Refresco Po mid orange sweet 20g
067897,REFRESCO PO MID LIMAO 20G,176.0,1.01,91.17,124.08,124.08,,177.3,,Refresco po Mid Limao 20g
069675,REFRESCO PO MID LIMONADA SUICA 20G,50.0,0.95,25.9,35.25,35.25,,47.7,,Refrese po Mid Switzerland 20g
067894,REFRESCO PO MID MANGA 20G,117.0,1.02,60.61,82.49,82.49,,119.73,,Refresco Po mid manga 20g
067896,REFRESCO PO MID MARACUJA 20G,561.0,0.99,319.21,395.51,395.51,,554.59,,Refresco Po Mid Passion Fruit 20g
067899,REFRESCO PO MID MORANGO 20G,352.0,0.99,200.29,248.16,248.16,,349.58,,Refresco Po Mid Strawberry 20g
070271,REFRESCO PO MID TANGERINA 20G,178.0,0.98,101.28,125.49,125.49,,174.42,,Refresco Po mid tangerine 20g
067890,REFRESCO PO MID UVA 20G,446.0,0.97,231.03,314.43,314.43,,430.91,,PO MID UVA 20G REFER
067901,REFRESCO PO MID ZERO ABACAXI 8G,68.0,1.59,47.53,64.67,64.67,,108.12,,Refresco po mid zero pineapple 8g
069676,REFRESCO PO MID ZERO AMORA 8G,35.0,1.59,24.47,33.29,33.29,,55.65,,Refresco Po Mid Zero Amora 8g
067902,REFRESCO PO MID ZERO LARANJA 10G,47.0,1.59,32.85,44.7,44.7,,74.73,,Refresco Po mid zero orange 10g
067903,REFRESCO PO MID ZERO LIMAO 8G,53.0,1.59,37.05,50.4,50.4,,84.27,,Refresco Po mid zero Limao 8g
069677,REFRESCO PO MID ZERO MANGA 8G,30.0,1.59,20.97,28.53,28.53,,47.7,,Refresco Po mid zero mango 8g
067904,REFRESCO PO MID ZERO MARACUJA 8G,51.0,1.59,35.65,48.5,48.5,,81.09,,Refresco Po mid zero passion fruit 8g
067905,REFRESCO PO MID ZERO TANGERINA 10G,36.0,1.59,25.16,34.24,34.24,,57.24,,Refresco Po mid zero tangerine 10g
067906,REFRESCO PO MID ZERO UVA 8G,63.0,1.59,44.04,59.91,59.91,,100.17,,Refresco Po mid zero grape 8g
071370,REFRESCO PO PROMIX ABACAXI 80G,315.0,1.99,276.89,376.43,376.43,,626.85,,Refresco po promix pineapple 80g
071034,REFRESCO PO PROMIX CAJU 80G,374.0,1.99,366.18,453.33,453.33,,744.26,,Refresco po promix cashew 80g
071369,REFRESCO PO PROMIX GOIABA 80G,362.0,1.99,322.82,438.91,438.91,,720.33,,Refresco po promix guava 80g
071035,REFRESCO PO PROMIX LARANJA 80G,803.0,1.99,714.38,971.74,971.74,,1597.78,,Refresco po promix orange 80g
071036,REFRESCO PO PROMIX LIMAO80G,339.0,1.99,301.65,410.47,410.47,,674.61,,Refresco Po Promix Limao80g
071037,REFRESCO PO PROMIX MANGA80G,590.0,1.99,525.17,714.3,714.3,,1174.2,,Refresco po promix manga80g
071038,REFRESCO PO PROMIX MARACUJA 80G,800.0,1.99,712.66,969.46,969.46,,1591.93,,Refresco po promix passion fruit 80g
071039,REFRESCO PO PROMIX MORANGO 80G,368.0,1.99,323.86,440.35,440.35,,732.27,,Refresco po promix strawberry 80g
071368,REFRESCO PO PROMIX SALADA/ FRU 80G,464.0,1.99,453.87,561.9,561.9,,923.36,,Refresco po promix salad/ fru 80g
071040,REFRESCO PO PROMIX UVA 80G,826.0,1.99,736.04,1001.19,1001.19,,1643.44,,Refresco Po Promix UVA 80g
077606,REFRESCO SABOR FRUT CITRIC TP 450ML,52.0,3.99,113.46,139.62,139.62,,207.48,,Frut Citric TP 450ml
078308,REFRESCO TAMPICO FRUTAS CITRICAS 200ML,27.0,1.99,29.36,36.14,36.14,,53.73,,200ml citrus fruits
079190,REFRESCO TAMPICO UVA 1LT,38.0,3.99,89.98,99.83,99.83,,151.61,,Refresco UVA Tampic 1LT
078307,REFRESCO TAMPICO UVA 200ML,48.0,1.99,66.72,66.72,66.72,,95.52,,200ml UVA TAMPICAL REFERE
072671,REFRESCO TANG ABACAXI 18G,131.0,1.49,85.81,116.72,116.72,,195.19,,Refresco Tang Pineapple 18g
073259,REFRESCO TANG GOIABA 18G,98.0,1.49,60.56,82.42,82.42,,146.02,,Refresco Tang Goiaba 18g
073260,REFRESCO TANG GUARANA 18G,84.0,1.49,51.91,70.64,70.64,43.56,77.17,125.16,Refresco Tang Guarana 18g
072463,REFRESCO TANG LAR/ MAMAO 18G,56.0,1.49,37.9,49.0,49.0,41.28,70.29,83.44,Refresco Tang Lar/ Mamao 18g
072674,REFRESCO TANG LARANJA 18G,148.0,1.49,87.98,116.92,116.92,46.98,88.61,220.52,Refresco Tang Orange 18g
072823,REFRESCO TANG LIMAO 18G,96.0,1.49,58.57,75.84,75.84,46.98,88.61,143.04,Refresco Tang Limao 18g
074387,REFRESCO TANG MANGA 18G,109.0,1.49,75.54,92.76,92.76,43.03,75.53,162.82,Refresco Tang Manga 18g
072826,REFRESCO TANG MARACUJA 18G,228.0,1.49,157.71,195.23,195.23,42.53,74.01,339.72,Refresco Tang Passion Fruit 18g
073074,REFRESCO TANG MORANGO 18G,142.0,1.49,87.18,112.18,112.18,46.98,88.61,211.58,Refresco Tang Strawberry 18g
072751,REFRESCO TANG TANGERINA 18G,46.0,1.49,29.07,39.56,39.56,42.28,73.26,68.54,Refresco Tang Tangerina 18g
073261,REFRESCO TANG UVA 18G,223.0,1.49,129.56,176.17,176.17,46.98,88.61,332.27,Refresco Tang Uva 18g
050047,REFRIG BIG BOY COLA 2LT,104.0,7.06,522.21,522.21,522.21,28.88,40.61,734.26,Big Boy Cola 2LT Refrig
007253,REMOVEDOR REMOVEX 1LT,20.0,12.99,121.42,155.2,155.2,40.26,67.4,259.8,Removex 1LT Remover
026789,REMOVEDOR REMOVEX CRIVIALLI 2LT,9.0,21.99,93.33,126.97,126.97,35.85,55.87,197.91,Removex Criviviali 2LT Remover
080193,REPELENTE BARUEL SPRAY FAMILY 200ML,1.0,23.99,13.34,14.99,14.99,37.52,60.04,23.99,Repellent Baruel Spray Family 200ml
072051,REPELENTE REPMAX SPRAY 100ML,2.0,13.99,14.83,16.66,16.66,40.46,67.95,27.98,Repellent repmax spray 100ml
077645,REPELENTE REPMAX LOCAO 200ML,2.0,17.99,17.77,21.94,21.94,39.02,63.99,35.98,Repellent repmax location 200ml
072050,REPELENTE REPMAX SPRAY 200ML,2.0,18.99,18.65,21.94,21.94,42.23,73.11,37.98,Repellent repmax spray 200ml
030055,REPOLHO ROXO AGRANEL KG,40.89,9.76,219.79,219.79,219.79,44.95,81.64,399.22,ROXO CANS ARRANEL KG
063618,REPOLHO ROXO EMBALADO KG,14.373,11.3,80.61,80.61,80.61,50.37,101.48,162.4,Purple cabbage packed kg
024538,REPOLHO VERDE AGRANEL KG,1474.395,3.46,3545.55,3545.55,3545.55,30.41,43.69,5094.61,Green cabbage agranel kg
063617,REPOLHO VERDE EMBALADO KG,334.63,5.05,822.83,822.83,822.83,51.3,105.33,1689.48,Packed green cabbage kg
039899,REQUEIJAO CANT/MINAS 4 QUEIJ BIS 400G,10.0,19.74,125.88,132.2,132.2,33.03,49.32,197.4,CANT/MINAS CECOJAO 4 CHEJ BIS 400G
039898,REQUEIJAO CANT/MINAS CHEDDAR BIS 400G,22.0,19.34,282.55,294.58,294.58,30.77,44.45,425.52,Cant/Minas Cheddar Bis 400g
063714,"REQUEIJAO CANTO MINAS CHEDDAR BIS 1,2KG",2.0,29.99,41.19,43.55,43.55,27.39,37.73,59.98,CORNER CORNER MINAS CEDDAR BIS 1.2kg
037102,REQUEIJAO CANTO MINAS CULINARIO TRAD BI,19.0,18.43,243.24,254.41,254.41,27.33,37.62,350.11,CORNER CORNY CULLIARIO TRAD BI
032015,REQUEIJAO COMPLEITE C/ERVAS 200G,3.0,10.49,20.03,20.88,20.88,33.65,50.72,31.47,Compleita C/Herbs 200g
031940,REQUEIJAO COMPLEITE TRAD 200G,19.0,9.99,122.99,132.24,132.24,30.33,43.53,189.81,Compleite TRAD 200g CEDIJAO
064553,REQUEIJAO CREM BOUA TRAD 180G,37.0,9.99,207.06,215.87,215.87,41.6,71.23,369.63,Crem Boua Trad 180g CREM
074799,REQUEIJAO CREM CANTO DE MINAS LIGHT 400,7.0,24.13,110.72,115.43,115.43,31.67,46.35,168.93,Crem Crem Canto de Minas Light 400
074798,REQUEIJAO CREM CANTO DE MINAS TRAD 400,9.0,24.1,132.91,143.61,143.61,33.79,51.04,216.91,CREAM CORM CORME OF MINAS TRAD 400
082596,REQUEIJAO CREM FRUTAP LIGHT 175G,33.0,9.51,168.5,181.17,181.17,42.25,73.17,313.74,CREM CREM FRUITAP LIGHT 175G
080938,REQUEIJAO CREM FRUTAP TRAD 380G,52.0,16.49,469.46,504.4,504.4,41.18,70.0,857.48,CREM CREM FRUITAP TRAD 380g
003977,REQUEIJAO CREM ITAMBE TRAD 200G,18.0,11.99,132.43,138.06,138.06,36.03,56.32,215.82,CREM CREM ITAMBE TRAD 200G
079262,REQUEIJAO CREM ITAMBE ZER LACT 200G,18.0,11.99,132.43,138.06,138.06,36.03,56.32,215.82,CREM CREM ITAMBE ZER LACT 200G
036906,REQUEIJAO CREMOSO CANTO DE MINAS LIGHT 2,17.0,12.57,133.55,139.23,139.23,34.83,53.44,213.63,Creamy Canto de Minas Light 2
036907,REQUEIJAO CREMOSO CANTO DE MINAS TRAD 2,24.0,12.29,186.48,194.4,194.4,34.09,51.73,294.96,Creamy Canto de Minas trad 2 curd
036974,REQUEIJAO CREMOSO DANONE TRAD 200G,8.0,14.74,72.27,75.92,75.92,35.62,55.32,117.92,Creamy Denone Trad 200g CREAME
032584,REQUEIJAO CREMOSO NESTLE LIGHT 200G,25.0,10.67,165.73,172.79,172.79,35.22,54.38,266.75,Creamy curd nestle light 200g
079726,REQUEIJAO CULINARIO GOIANINHO TRAD 400G,50.0,14.57,407.65,425.0,425.0,41.66,71.41,728.5,Culinario Goianinho Trad 400g Cuinio Culing
003978,REQUEIJAO ITAMBE LIGHT 200G,16.0,9.99,117.71,122.72,122.72,23.22,30.25,159.84,Itambe Light 200g curd
002235,REQUEIJAO NESTLE CREMOSO 200G,71.0,10.57,473.19,493.34,493.34,34.27,52.15,750.61,CREASTLE CREASE 200G REQUIREMENT
064700,ROCAMBOLE CHOCOLATE F. PROPRIA KG,1.624,30.0,42.19,42.19,42.19,13.4,15.47,48.72,Chocolate Rocambole F. itself kg
059242,ROSCA COCO FLOCOS EMB KG,0.092,35.0,0.39,0.39,0.39,87.8,719.67,3.22,COCO COCK FLOCKS EMB KG
061939,ROSCA DOCE PAO REI 400G,12.0,10.99,55.86,76.0,76.0,42.37,73.53,131.88,Sweet Thread Pao Rei 400g
025390,ROSCA F.PROPRIA AMANTEIGADA KG,1.146,32.99,6.88,6.88,6.88,81.81,449.88,37.81,Thread f.
024802,ROSCA F.PROPRIA CARACOL CREME AGRANEL K,6.794,35.0,119.44,119.44,119.44,49.77,99.09,237.79,Thread f.propria caracol cream agranel k
059284,ROSCA F.PROPRIA CASEIRA CREME AGRANEL K,9.144,35.0,50.75,50.75,50.75,84.14,530.63,320.04,F. Homemade Cream Cream Agranel K
027964,ROSCA F.PROPRIA FRITA KG,3.018,40.0,18.11,18.11,18.11,85.0,566.67,120.72,Thread f.propria fries kg
024806,ROSCA F.PROPRIA HUNGRA KG,8.376,36.99,51.34,51.34,51.34,83.43,503.41,309.82,Thread f.propria hungra kg
060682,ROSCA F.PROPRIA LINGUA SOGRA AGRANEL KG,4.308,30.0,19.82,19.82,19.82,84.67,552.17,129.24,Thread f.propria mother -in -law agranel kg
024831,ROSCA F.PROPRIA PRESTIGIO KG,1.136,40.0,6.82,6.82,6.82,85.0,566.67,45.44,Thread f.propria prestige kg
024810,ROSCA F.PROPRIA TRANCA C/COCO KG,9.088,35.0,159.77,159.77,159.77,49.77,99.09,318.08,Thread f.propria lock with coconut kg
024830,ROSCA F.PROPRIA TRANCA CREME C/COCO KG,2.044,34.99,36.59,36.59,36.59,48.84,95.48,71.52,Thread f.propria lock cream w/coconut kg
054219,ROSCA RAINHA TRANCA GRANDE F.PROPRIA K,15.43,37.49,378.96,378.96,378.96,34.49,52.66,578.51,Queen Ronca Big F.PROPRIA K
076819,SABAO BARRA BRISA AZUL FLORAL 900G,1.0,12.49,6.54,6.82,6.82,45.4,83.14,12.49,Sabao Barra Brisa Blue Floral 900g
079803,SABAO BARRA ESTRELA ECONOMICO 900G,47.0,7.01,217.23,233.59,233.59,29.1,41.05,329.47,Sabao Barra Estrela Economico 900g
074091,SABAO BARRA ESTRELA ESTRELADO ARTESANA,3.0,13.99,25.5,27.42,27.42,34.67,53.06,41.97,Sabao Barra Star Starry Artesana
078698,SABAO BARRA MINUANO GLIC NEUTRO 180G,119.0,2.99,219.36,228.7,228.7,35.67,55.44,355.49,Sabao Barra Minuano Glic Neutral 180g
071302,SABAO BARRA MINUANO GLICERINA 900G,321.0,10.72,2293.48,2418.93,2418.93,29.72,42.3,3442.02,Sabao Barra Minuano Glycerina 900g
007876,SABAO BARRA PROEZA AZUL 1KG,10.0,13.49,69.75,75.0,75.0,44.4,79.87,134.9,Sabao Barra Blue Procure 1kg
007875,SABAO BARRA PROEZA GLIC 1KG,17.0,13.49,118.58,127.5,127.5,44.4,79.87,229.33,Sabao Barra Procae Glic 1kg
049763,SABAO BARRA VANISH COL 75G,3.0,7.99,12.42,15.23,15.23,36.45,57.35,23.97,Sabao Barra Vanish Col 75g
044204,SABAO BARRA VANISH WHITE 75G,8.0,7.99,31.11,41.2,41.2,35.54,55.15,63.92,Sabao Barra Vanish White 75g
070116,SABAO BARRA YPE ALOE VERA 180G,56.0,1.08,100.91,105.22,105.22,-74.39,-42.66,60.34,Sabao Barra Ype Aloe Vera 180g
070118,SABAO BARRA YPE COCO TQ AVEIA 180G,47.0,3.49,101.99,106.31,106.31,35.19,54.29,164.03,Sabao Barra Ype Coco TQ Oats 180g
069612,SABAO BARRA YPE COCO TQ AVEIA 900G,33.0,6.81,311.95,325.22,325.22,-44.75,-30.92,224.67,Sabao Barra Ype Coco TQ Oats 900g
070117,SABAO BARRA YPE FL FRUTAS180G,6.0,3.99,13.08,14.06,14.06,41.25,70.22,23.94,Sabao Barra ype fl fruits180g
069609,SABAO BARRA YPE FLORES FRUTAS 900G,9.0,13.99,70.64,73.65,73.65,41.51,70.96,125.91,Sabao Barra Ype Flowers Fruits 900g
070115,SABAO BARRA YPE FRESH 180G,11.0,3.49,19.82,20.67,20.67,46.16,85.74,38.39,Sabao Barra Ype Fresh 180g
069607,SABAO BARRA YPE FRESH 900G,10.0,13.99,78.49,81.83,81.83,41.51,70.96,139.9,Sabao Barra Ype Fresh 900g
070022,SABAO BARRA YPE GLIC NEUTRO 180G,191.0,2.99,334.25,348.38,348.38,39.0,63.93,571.09,Sabao Barra Ype Glic Neutral 180g
070122,SABAO BARRA YPE MULTIATIVO 180G,17.0,3.49,30.63,31.94,31.94,46.16,85.74,59.33,Sabao Barra Ype Multiativo 180g
069610,SABAO BARRA YPE NEUTRO 900G,282.0,10.1,2196.77,2317.19,2317.19,18.63,22.89,2847.68,Sabao Barra Ype Neutral 900g
076395,SABAO BARRA YPE NEUTRO 900G 10% DESC,56.0,12.75,463.57,483.28,483.28,32.29,47.69,713.77,Sabao Barra Ype Neutral 900g 10% Des Des
061771,"SABAO LIQ ARIEL CLASSICO SACHE 1,5LT",5.0,26.99,66.36,88.57,88.57,34.37,52.37,134.95,Sabao Liq Ariel Classica Sache 1.5LT
061770,SABAO LIQ ARIEL CLASSICO SACHE 700ML,14.0,13.49,91.56,118.76,118.76,37.12,59.03,188.86,Sabao Liq Ariel Classic Sache 700ml
061772,SABAO LIQ ARIEL CLASSICO 3LT,3.0,49.99,73.37,99.82,99.82,33.44,50.24,149.97,Sabao Liq Ariel Classico 3LT
052010,"SABAO LIQ ARIEL CONC 30LAV 1,2LT",1.0,27.99,14.53,19.76,19.76,29.39,41.63,27.99,Sabao Liq Ariel Conc 30lav 1.2lt
073714,SABAO LIQ ARIEL CONC 50 LAVAGENS 2LT,2.0,46.19,53.01,65.63,65.63,28.96,40.77,92.38,Sabao Liq Ariel Conc 50 washes 2LT
078890,SABAO LIQ ARIEL CONC EXPERT SACHE 900ML,2.0,22.99,21.8,26.99,26.99,41.29,70.33,45.98,Sabao Liq Ariel Conc Expert Sache 900ml
071123,SABAO LIQ BRILHANTE LIMP TOT SACH 900ML,14.0,14.99,107.4,146.11,146.11,30.38,43.63,209.86,Sabao liq brilliant lim tot sach 900ml
061703,SABAO LIQ OMO LAVAGEM PERFEITA 900ML,13.0,16.68,121.23,163.69,163.69,24.52,32.49,216.87,Sabao liq omo perfect wash 900ml
071115,SABAO LIQ OMO PURO CUIDADO SACHE 900ML,2.0,18.99,17.05,23.19,23.19,38.95,63.79,37.98,Sabao liq omo pure care sache 900ml
081718,SABAO LIQ OMO ROUPA DELIC COCO 450ML,3.0,12.99,18.26,24.85,24.85,36.24,56.83,38.97,Sabao liq omo clothing coco 450ml
081719,SABAO LIQ OMO ROUPA DELIC COCO 900ML,1.0,21.99,11.73,14.39,14.39,34.56,52.81,21.99,Sabao Liq Omo Clothing Delic Coco 900ml
011031,SABAO PASTA ATOL ASSOLAN 500G,4.0,14.99,30.92,34.74,34.74,42.06,72.6,59.96,Sabao Paste Atol Assolan 500g
079008,"SABAO PO AMACITEL AL ENCANTOS 1,6KG",43.0,12.99,283.84,386.14,386.14,30.87,44.65,558.57,Sabao po amacitel al charms 1.6kg
075793,"SABAO PO AMACITEL TOQUE DE POESIA 1,6KG",32.0,12.99,216.9,268.55,268.55,35.4,54.79,415.68,Sabao po amacitel touch of poetry 1.6kg
083224,SABAO PO BRILHANTE CUID TOTAL SAC 400G,9.0,9.99,44.41,60.41,60.41,32.81,48.84,89.91,Sabao po bright cuis cuid total sac 400g
071121,"SABAO PO BRILHANTE CUID TOTAL SACH 1,6K",41.0,22.7,512.03,696.57,696.57,25.15,33.6,930.59,Sabao po bright cui cuid total sach 1.6k
071119,SABAO PO BRILHANTE CUID TOTAL SACH 800G,8.0,14.99,59.17,80.5,80.5,32.88,48.98,119.92,Sabao po bright cui cuid total sach 800g
071120,SABAO PO BRILHANTE DELIC COCO SACH 800G,10.0,14.99,69.54,94.6,94.6,36.89,58.47,149.9,Sabao po bright deliccoc coconut sach 800g
071122,SABAO PO BRILHANTE DELIC TOTAL COCO SAC,11.0,22.54,152.33,186.89,186.89,24.61,32.64,247.89,Sabao po brilliant delic total coconut sac
064524,SABAO PO BRILHANTE HIG TOT SC 800G,16.0,14.99,124.48,159.65,159.65,33.43,50.22,239.84,Sabao po brilliant hyg tot sc 800g
068287,SABAO PO BRILHANTE LIMP TOT GRT150G SAC,10.0,20.19,126.49,155.19,155.19,23.14,30.1,201.9,Sabao po brilliant clean TOT150g SAC
080119,"SABAO PO BRILHANTE LIMP TOTAL CX 1,6KG",742.0,18.52,8186.49,11136.68,11136.68,18.98,23.42,13744.86,Sabao po bright clean CX 1.6kg
063221,"SABAO PO BRILHANTE LIMP TOTAL SACH 1,6KG",168.0,19.48,1950.86,2639.34,2639.34,19.35,23.99,3272.45,Sabao po bright limp total sach 1.6kg
071118,SABAO PO BRILHANTE LIMP TOTAL SACH 800G,21.0,14.32,149.53,203.42,203.42,32.37,47.87,300.79,Sabao po bright limp total sach 800g
076825,SABAO PO BRISA AZ FLORAL C/BICAR SC 800G,4.0,7.99,14.73,20.04,20.04,37.3,59.48,31.96,Sabao po brisa az floral w/bicar sc 800g
054235,SABAO PO COCO URCA 500G,2.0,18.99,19.11,26.0,26.0,31.54,46.08,37.98,Sabao Po Coco Urca 500g
080120,SABAO PO OMO EXPERT 360G,17.0,9.99,96.97,131.92,131.92,22.32,28.74,169.83,Sabao po omo expert 360g
068912,"SABAO PO OMO LAV PERF 1,6KG GT150G",45.0,24.8,632.13,859.94,859.94,22.95,29.78,1116.02,Sabao po omo lav perfter 1.6kg gt150g
